signal	source	code	description	type
Cl	LAB_RESULTS	2038	CHLORIDE ISTAT	numeric
Cl	LAB_RESULTS	11000280	CHLORIDE	numeric
CO2	LAB_RESULTS	1522	CO2	numeric
CO2	LAB_RESULTS	210013	CARBON DIOXIDE	numeric
CO2	LAB_RESULTS	215045	CARBON DIOXIDE	numeric
CO2	LAB_RESULTS	11000308	CO2	numeric
Cortisol	LAB_RESULTS	1872	CORTISOL	numeric
Creatine_Kinase_MB	LAB_RESULTS	1642	MB FRACTION	numeric
Creatine_Kinase_MB	LAB_RESULTS	200007	MB FRACTION	numeric
Creatinine	LAB_RESULTS	1523	CREATININE	numeric
Creatinine	LAB_RESULTS	1001523	CREATININE-OUTSIDE LAB	numeric
Creatinine	LAB_RESULTS	210024	CREATININE	numeric
Creatinine	LAB_RESULTS	4055	CREATININE ISTAT	numeric
Creatinine	LAB_RESULTS	215038	CREATININE	numeric
Creatinine	LAB_RESULTS	11000360	CREATININE,BLD	numeric
CRP	LAB_RESULTS	5237	LOW SENSITIVITY CRP	numeric
CRP	LAB_RESULTS	5238	CRP HIGH SENSITIVITY	numeric
D_DIMER	LAB_RESULTS	3803	D-DIMER(QUANTITATED)	numeric
Digoxin	LAB_RESULTS	1568	DIGOXIN	numeric
eGFR	LAB_RESULTS	8439	E GLOM FILT RATE	numeric
eGFR	LAB_RESULTS	5339	GFR ESTIMATED	numeric
eGFR	LAB_RESULTS	1005339	GFR ESTIMATED-OUTSIDE LAB	numeric
eGFR	LAB_RESULTS	210025	EST GLOMERULAR FILTRATION RATE	numeric
eGFR	LAB_RESULTS	11000454	EST. GFR	numeric
eGFR	LAB_RESULTS	215039	EGFR NON-AFR. AMERICAN	numeric
eGFR	LAB_RESULTS	215040	EGFR AFRICAN AMERICAN	numeric
eGFR	LAB_RESULTS	6232	EGFR CAUCASIAN-OUTSIDE LAB	numeric
eGFR	LAB_RESULTS	6233	EGFR NON-CAUCASIAN-OUTSIDE LAB	numeric
eGFR	LAB_RESULTS	100506	EST. GFR (AFRICAN-AMERICAN FEMALE)-OUTSIDE LAB	numeric
eGFR	LAB_RESULTS	100509	EST. GFR (MALE)-OUTSIDE LAB	numeric
Eosinophils#	LAB_RESULTS	3253	ABS. EOS	numeric
Eosinophils#	LAB_RESULTS	1925	EOSINOPHIL CNT, ABS	numeric
Eosinophils#	LAB_RESULTS	210396	EOSIN NUMBER	numeric
Eosinophils#	LAB_RESULTS	11000436	EOS#	numeric
Eosinophils%	LAB_RESULTS	1510	EOS	numeric
Eosinophils%	LAB_RESULTS	210398	EOSIN PERCENT	numeric
Eosinophils%	LAB_RESULTS	11000437	EOS%	numeric
ESR	LAB_RESULTS	1513	SEDIMENTATION RATE	numeric
Ethanol	LAB_RESULTS	1517	ETHANOL, MEDICAL	category
Ferritin	LAB_RESULTS	1559	FERRITIN	numeric
Fibrinogen	LAB_RESULTS	1644	FIBRINOGEN-PATIENT	numeric
FiO2	LAB_RESULTS	1624	FIO2	numeric
Flu_lab	LAB_RESULTS	9188	INFLUENZA B VIRUS	category
Flu_lab	LAB_RESULTS	9187	INFLUENZA A VIRUS	category
Flu_lab	LAB_RESULTS	8553	COMMENT	category
Flu_lab	LAB_RESULTS	8552	COMMENT	category
Flu_lab	LAB_RESULTS	8550	FLU B PCR RESULT	category
Flu_lab	LAB_RESULTS	8549	FLU A PCR RESULT	category
Flu_lab	LAB_RESULTS	10856	INFLUENZA A	category
Flu_lab	LAB_RESULTS	10857	INFLUENZA B	category
Flu_lab	LAB_RESULTS	9209	INFLUENZA A  VIRUS, SUBTYPE H3	category
Flu_lab	LAB_RESULTS	9207	INFLUENZA A VIRUS, SUBTYPE H1 2009	category
Flu_lab	LAB_RESULTS	211708	INFLUENZA A (NP SWAB)	category
Flu_lab	LAB_RESULTS	211709	INFLUENZA B (NP SWAB)	category
Flu_lab	LAB_RESULTS	100603	INFLUENZA A AG-OUTSIDE LAB	category
Flu_lab	LAB_RESULTS	100604	INFLUENZA B AG-OUTSIDE LAB	category
Flu_lab	LAB_RESULTS	11000717	INFLUENZA ANTIGEN, TYPE A	category
Flu_lab	LAB_RESULTS	9208	INFLUENZA A VIRUS, SUBTYPE H1	category
Flu_lab	LAB_RESULTS	9230	IR FLU A H3	category
Flu_lab	LAB_RESULTS	9228	IR FLU A H1 2009	category
freeCalcium	LAB_RESULTS	1659	CALCIUM, IONIZED	numeric
freeCalcium	LAB_RESULTS	1619	CALCIUM, IONIZED WB	numeric
freeCalcium	LAB_RESULTS	2045	CALCUIM, IONIZD ISTAT	numeric
FreeT3	LAB_RESULTS	1794	T3, FREE	numeric
FreeT4	LAB_RESULTS	1561	T4, FREE	numeric
FreeT4	LAB_RESULTS	8213	FREE T4 REFLEXIVE	numeric
FSH	LAB_RESULTS	1792	FSH	numeric
Gentamicin	LAB_RESULTS	1714	GENTAMICIN	numeric
GFR	LAB_RESULTS	8438	CREAT GFR	numeric
GGT	LAB_RESULTS	1564	GGTP	numeric
Globulin	LAB_RESULTS	215049	GLOBULIN	numeric
Glucose	LAB_RESULTS	1514	GLUCOSE	numeric
Glucose	LAB_RESULTS	3442	GLUCOSE METER	numeric
Glucose	LAB_RESULTS	1001514	GLUCOSE-OUTSIDE LAB	numeric
Glucose	LAB_RESULTS	2040	GLUCOSE ISTAT	numeric
Glucose	LAB_RESULTS	1622	GLUCOSE, WHOLE BLOOD	numeric
Glucose	LAB_RESULTS	1569	GLUCOSE, GESTATIONAL	numeric
Glucose	LAB_RESULTS	2998	GLUCOSE METER RESULT	numeric
Glucose	LAB_RESULTS	11000541	GLUCOSE	numeric
Glucose	LAB_RESULTS	215036	GLUCOSE	numeric
Glucose	LAB_RESULTS	211017	BEDSIDE GLUCOSE	numeric
Glucose	LAB_RESULTS	1661	GLUCOSE (HEMOCUE)	numeric
Glucose	LAB_RESULTS	210257	GLUCOSE, FASTING	numeric
Haptoglobin	LAB_RESULTS	1821	HAPTOGLOBIN	numeric
HbA1C	LAB_RESULTS	1696	HEMOGLOBIN, A1C	numeric
HbA1C	LAB_RESULTS	1001696	HEMOGLOBIN, A1C-OUTSIDE LAB	numeric
HbA1C	LAB_RESULTS	215062	HEMOGLOBIN A1C	numeric
HDL	LAB_RESULTS	1533	HDL	numeric
HDL	LAB_RESULTS	1001533	HDL-OUTSIDE LAB	numeric
HDL	LAB_RESULTS	210266	HDL CHOLESTEROL	numeric
HDL	LAB_RESULTS	215065	HDL CHOLESTEROL	numeric
Hematocrit	LAB_RESULTS	1499	HCT	numeric
Hematocrit	LAB_RESULTS	1615	HEMATOCRIT, (CALC)	numeric
Hematocrit	LAB_RESULTS	2041	HEMATOCRIT ISTAT	numeric
Hematocrit	LAB_RESULTS	11000580	HCT	numeric
Hematocrit	LAB_RESULTS	215005	HEMATOCRIT	numeric
Hemoglobin	LAB_RESULTS	1498	HGB	numeric
Hemoglobin	LAB_RESULTS	1614	HEMOGLOBIN, MEASURED	numeric
Hemoglobin	LAB_RESULTS	100273	HEMOGLOBIN-OUTSIDE LAB	numeric
Hemoglobin	LAB_RESULTS	2042	HEMOGLOBIN ISTAT	numeric
Hemoglobin	LAB_RESULTS	8231	SOURCE	numeric
Hemoglobin	LAB_RESULTS	1787	HEMOGLOBIN (HEMOCUE)	numeric
Hemoglobin	LAB_RESULTS	210003	HEMOGLOBIN	numeric
Hemoglobin	LAB_RESULTS	11000629	HGB	numeric
Hemoglobin	LAB_RESULTS	5125	HGB, MEASURED (AVOX)	numeric
Hemoglobin	LAB_RESULTS	215004	HEMOGLOBIN	numeric
IgA	LAB_RESULTS	1767	IGA	numeric
IgG	LAB_RESULTS	1756	GAMMA	numeric
IgG	LAB_RESULTS	1766	IGG	numeric
IgM	LAB_RESULTS	1768	IGM	numeric
Immature_Granulocytes#	LAB_RESULTS	7551	ABSOLUTE IMMATURE GRANULOCYTES	numeric
Immature_Granulocytes#	LAB_RESULTS	210425	IMM GRAN NUMBER	numeric
Immature_Granulocytes#	LAB_RESULTS	11000560	GRAN#	numeric
Immature_Granulocytes%	LAB_RESULTS	7550	IMMATURE GRANULOCYTE	numeric
Immature_Granulocytes%	LAB_RESULTS	210427	IMM GRAN PERCENT	numeric
Immature_Granulocytes%	LAB_RESULTS	11000561	GRAN%	numeric
INR	LAB_RESULTS	1576	PT/INR-INR	numeric
INR	LAB_RESULTS	1001576	INR-OUTSIDE LAB	numeric
INR	LAB_RESULTS	210302	INR	numeric
INR	LAB_RESULTS	11000721	INR	numeric
Iron_Binding_Capacity	LAB_RESULTS	1686	IRON BINDING CAP	numeric
Iron_Fe	LAB_RESULTS	1685	IRON	numeric
Lactate	LAB_RESULTS	1790	LACTIC ACID	numeric
Lactate	LAB_RESULTS	1657	LACTIC ACID, W BLOOD	numeric
Lactate	LAB_RESULTS	7470	LACTATE ISTAT	numeric
LDH	LAB_RESULTS	1536	LD	numeric
LDL	LAB_RESULTS	1535	LDL (CALCULATED)	numeric
LDL	LAB_RESULTS	1936	LDL (DIRECT MEASURE)	numeric
LDL	LAB_RESULTS	1001535	LDL (CALCULATED)-OUTSIDE LAB	numeric
LDL	LAB_RESULTS	7769	LDL DIRECT(REFLEX)	numeric
LDL	LAB_RESULTS	210274	LDL CHOLESTEROL	numeric
LDL	LAB_RESULTS	1001936	LDL (DIRECT MEASURE)-OUTSIDE LAB	numeric
LDL	LAB_RESULTS	210273	LDL CHOLESTEROL	numeric
Lipase	LAB_RESULTS	1698	LIPASE	numeric
Lipase	LAB_RESULTS	200034	LIPASE	numeric
Lithium	LAB_RESULTS	1701	LITHIUM	numeric
LuteinisingHormone	LAB_RESULTS	1793	LH	numeric
Lymphocytes#	LAB_RESULTS	3251	ABS. LYMPHS	numeric
Lymphocytes#	LAB_RESULTS	210430	LYMPH NUMBER	numeric
Lymphocytes#	LAB_RESULTS	11000862	LYMPH#	numeric
Lymphocytes%	LAB_RESULTS	1508	LYMPHS	numeric
Lymphocytes%	LAB_RESULTS	1776	LYMPHS	numeric
Lymphocytes%	LAB_RESULTS	210434	LYMPH PERCENT	numeric
Lymphocytes%	LAB_RESULTS	11000863	LYMPH%	numeric
MCH	LAB_RESULTS	1501	MCH	numeric
MCH	LAB_RESULTS	210006	MCH	numeric
MCH	LAB_RESULTS	11000879	MCH	numeric
MCH	LAB_RESULTS	215007	MCH	numeric
MCHC	LAB_RESULTS	1502	MCHC	numeric
MCHC	LAB_RESULTS	210007	MCHC	numeric
MCHC	LAB_RESULTS	11000881	MCHC	numeric
MCV	LAB_RESULTS	1500	MCV	numeric
MCV	LAB_RESULTS	210005	MCV	numeric
MCV	LAB_RESULTS	11000883	MCV	numeric
MCV	LAB_RESULTS	215006	MCV	numeric
Metamyelocytes#	LAB_RESULTS	3255	ABS. METAS	numeric
Metamyelocytes%	LAB_RESULTS	1598	METAS	numeric
Mg	LAB_RESULTS	1660	MAGNESIUM	numeric
Microcytosis	LAB_RESULTS	6815	MICROCYTOSIS	category
Monocytes#	LAB_RESULTS	3252	ABS. MONOS	numeric
Monocytes#	LAB_RESULTS	210446	MONO PERCENT	numeric
Monocytes#	LAB_RESULTS	210442	MONO NUMBER	numeric
Monocytes#	LAB_RESULTS	11000920	MONO#	numeric
Monocytes%	LAB_RESULTS	1509	MONOS	numeric
Monocytes%	LAB_RESULTS	1778	MONOCYTES	numeric
Monocytes%	LAB_RESULTS	11000921	MONO%	numeric
MPV	LAB_RESULTS	210448	MPV	numeric
MPV	LAB_RESULTS	1505	MPV	numeric
MPV	LAB_RESULTS	11000930	MPV	numeric
MPV	LAB_RESULTS	215011	MPV	numeric
Myelocytes#	LAB_RESULTS	3256	ABS. MYELOS	numeric
Myelocytes%	LAB_RESULTS	1599	MYELOS	numeric
Na	LAB_RESULTS	1519	SODIUM	numeric
Na	LAB_RESULTS	2036	SODIUM ISTAT	numeric
Na	LAB_RESULTS	210010	SODIUM	numeric
Na	LAB_RESULTS	215042	SODIUM	numeric
Na	LAB_RESULTS	11001211	SODIUM	numeric
Neutrophils#	LAB_RESULTS	3249	ABS. SEGS	numeric
Neutrophils#	LAB_RESULTS	9092	ABS. NEUTS	numeric
Neutrophils#	LAB_RESULTS	210415	GRAN NUMBER	numeric
Neutrophils%	LAB_RESULTS	1506	SEGS	numeric
Neutrophils%	LAB_RESULTS	9091	NEUTS	numeric
Neutrophils%	LAB_RESULTS	210417	GRAN PERCENT	numeric
NonHDLCholesterol	LAB_RESULTS	10625	NON-HDL CHOLESTEROL	numeric
NonHDLCholesterol	LAB_RESULTS	215069	NON HDL CHOLESTEROL	numeric
NRBC%	LAB_RESULTS	1600	NRBC'S	numeric
Osmolality	LAB_RESULTS	1658	OSMOLALITY	numeric
PCO2	LAB_RESULTS	1635	PCO2, ARTERIAL	numeric
PCO2	LAB_RESULTS	2000	PCO2 ISTAT	numeric
PCO2	LAB_RESULTS	1609	PCO2, VENOUS	numeric
pH	LAB_RESULTS	1634	PH, ARTERIAL	numeric
pH	LAB_RESULTS	1999	PH ISTAT	numeric
pH	LAB_RESULTS	1608	PH, VENOUS	numeric
Phenytoin	LAB_RESULTS	1565	PHENYTOIN	numeric
Phosphore	LAB_RESULTS	1555	PHOSPHORUS	numeric
Phosphore	LAB_RESULTS	1001555	PHOSPHORUS-OUTSIDE LAB	numeric
Platelets	LAB_RESULTS	1504	PLATELET COUNT	numeric
Platelets	LAB_RESULTS	210009	PLATELET COUNT	numeric
Platelets	LAB_RESULTS	5880	PLT-OUTSIDE LAB	numeric
Platelets	LAB_RESULTS	11001066	PLT	numeric
Platelets	LAB_RESULTS	215010	PLATELET COUNT	numeric
PO2	LAB_RESULTS	1636	PO2, ARTERIAL	numeric
PO2	LAB_RESULTS	2001	PO2 ISTAT	numeric
Potassium	LAB_RESULTS	1520	POTASSIUM	numeric
Potassium	LAB_RESULTS	1001520	POTASSIUM-OUTSIDE LAB	numeric
Potassium	LAB_RESULTS	2037	POTASSIUM ISTAT	numeric
Potassium	LAB_RESULTS	210011	POTASSIUM	numeric
Potassium	LAB_RESULTS	215043	POTASSIUM	numeric
Potassium	LAB_RESULTS	11001076	POTASSIUM	numeric
Progesterone	LAB_RESULTS	1808	PROGESTERONE	numeric
Prolactin	LAB_RESULTS	1892	PROLACTIN	numeric
Protein_Total	LAB_RESULTS	1556	PROTEIN	numeric
Protein_Total	LAB_RESULTS	6185	SERUM PROTEIN	numeric
Protein_Total	LAB_RESULTS	210297	PROTEIN, TOTAL	numeric
Protein_Total	LAB_RESULTS	215047	PROTEIN, TOTAL	numeric
PSA	LAB_RESULTS	1557	PSA	numeric
PSA	LAB_RESULTS	3895	PSA SCREENING	numeric
PSA	LAB_RESULTS	1001557	PSA-OUTSIDE LAB	numeric
PSA	LAB_RESULTS	4297	FREE PSA	numeric
PSA	LAB_RESULTS	210566	PSA SCREEN	numeric
PSA	LAB_RESULTS	215070	PSA, TOTAL	numeric
PTH	LAB_RESULTS	1575	PT/INR-PT	numeric
PTH	LAB_RESULTS	2116	PTH, INTACT	numeric
RBC	LAB_RESULTS	1497	RBC	numeric
RBC	LAB_RESULTS	210002	RBC COUNT	numeric
RBC	LAB_RESULTS	11001149	RBC	numeric
RBC	LAB_RESULTS	215003	RED BLOOD CELL COUNT	numeric
RDW	LAB_RESULTS	1503	RDW	numeric
RDW	LAB_RESULTS	210008	RDW	numeric
RDW	LAB_RESULTS	11001154	RDW	numeric
RDW	LAB_RESULTS	215009	RDW	numeric
Reticulocytes#	LAB_RESULTS	3800	RETICULOCYTE, ABS	numeric
Reticulocytes%	LAB_RESULTS	3799	RETICULOCYTE, %	numeric
SaO2	LAB_RESULTS	1639	O2 SAT, ARTERIAL	numeric
SaO2	LAB_RESULTS	8613	OXYHEMOGLOBIN, ART	numeric
SaO2	LAB_RESULTS	1626	PULSE OX	numeric
SaO2	LAB_RESULTS	8619	OXYHEMOGLOBIN, VEN	numeric
SerumAnionGap	LAB_RESULTS	3216	ANION GAP	numeric
SerumAnionGap	LAB_RESULTS	210014	ANION GAP	numeric
SerumAnionGap	LAB_RESULTS	11000112	ANION GAP	numeric
SerumAnionGap	LAB_RESULTS	4216	ANION GAP POS ISTAT	numeric
T4	LAB_RESULTS	1562	T4, TOTAL	numeric
Tacrolimus	LAB_RESULTS	5179	TACROLIMUS (FK506)	numeric
Temperature	LAB_RESULTS	1623	TEMP, CENTIGRADE	numeric
Testosterone	LAB_RESULTS	7640	TESTOSTERONE, TOTAL	numeric
Testosterone	LAB_RESULTS	7625	TESTOSTERONE, TOTAL (TESTOS)	numeric
Testosterone	LAB_RESULTS	1795	TESTOSTERONE, TOTAL	numeric
Tobramycin	LAB_RESULTS	1771	TOBRAMYCIN	category
Transferrin	LAB_RESULTS	1959	TRANSFERRIN	numeric
Transferrin_Saturation_Index	LAB_RESULTS	2028	TRANSFERRIN SAT %	numeric
Triglycerides	LAB_RESULTS	1531	TRIGLYCERIDES	numeric
Triglycerides	LAB_RESULTS	1001531	TRIGLYCERIDES-OUTSIDE LAB	numeric
Triglycerides	LAB_RESULTS	210298	TRIGLYCERIDE	numeric
Triglycerides	LAB_RESULTS	215066	TRIGLYCERIDES	numeric
TroponinI	LAB_RESULTS	200038	TROPONIN I	numeric
TroponinI	LAB_RESULTS	200020	TROPONIN I	numeric
TroponinI	LAB_RESULTS	200065	TROPONIN I	numeric
TroponinT	LAB_RESULTS	2944	TROPONIN T	numeric
TroponinT	LAB_RESULTS	9637	TROPONIN T, HIGH SENSITIVITY	numeric
TSH	LAB_RESULTS	1703	TSH	numeric
TSH	LAB_RESULTS	1000002	TSH - OUTSIDE LAB	numeric
TSH	LAB_RESULTS	200039	TSH	numeric
Uric_Acid	LAB_RESULTS	1537	URIC ACID	numeric
Urine_Bacteria	LAB_RESULTS	1550	BACTERIA, UA	category
Urine_Bilirubin	LAB_RESULTS	1548	BILIRUBIN, UA	category
Urine_Blood	LAB_RESULTS	1549	BLOOD, UA	category
Urine_Creatinine	LAB_RESULTS	1832	CREATININE, RD URINE	numeric
Urine_Creatinine	LAB_RESULTS	6808	CREATININE DAU	numeric
Urine_Glucose	LAB_RESULTS	1545	GLUCOSE, UA	category
Glucose	LAB_RESULTS	210015	GLUCOSE, RANDOM	numeric
Urine_Ketone	LAB_RESULTS	1546	KETONE, UA	category
Urine_Leukocyte_Esterase	LAB_RESULTS	1541	ESTERASE, UA	category
Urine_Microalbumin	LAB_RESULTS	1913	ALBUMIN, RD URINE	numeric
Urine_Nitrite	LAB_RESULTS	1542	NITRITE, UA	category
Urine_Osmolality	LAB_RESULTS	1697	OSMOLALITY, URINE	numeric
Urine_PH	LAB_RESULTS	1543	PH, UA	numeric
Urine_PH	LAB_RESULTS	6810	PH DAU	numeric
Urine_Protein_Over_Creatinine	LAB_RESULTS	9481	PROTEIN/CREAT RATIO	numeric
Urine_RBC	LAB_RESULTS	1552	RBC, UA	category
Urine_Spec_Gravity	LAB_RESULTS	1540	SPECIFIC GRAVITY	numeric
Urine_Total_Protein	LAB_RESULTS	1544	PROTEIN, UA	category
Urine_Urobilinogen	LAB_RESULTS	1547	UROBILINOGEN, UA	category
Urine_Urobilinogen	LAB_RESULTS	6286	UROBILINOGEN, UA POC	category
Urine_WBC	LAB_RESULTS	1551	WBC, UA	category
UrineAlbumin_over_Creatinine	LAB_RESULTS	1914	MICROALBUMIN RATIO	numeric
Urine_Protein_Over_Creatinine	LAB_RESULTS	5573	PROT/CREAT RATIO	numeric
Vancomycin	LAB_RESULTS	1675	VANCOMYCIN	category
Vancomycin	LAB_RESULTS	5352	VANCOMYCIN	category
VitaminD_25	LAB_RESULTS	6448	25OH VITAMIN D TOTAL	numeric
VitaminD_25	LAB_RESULTS	5637	VITAMIN D 25 TOTAL	numeric
VitaminD_25	LAB_RESULTS	5638	VITAMIN D 25 OH D3	numeric
WBC	LAB_RESULTS	1496	WBC	numeric
WBC	LAB_RESULTS	210001	WBC COUNT	numeric
WBC	LAB_RESULTS	11001383	WBC	numeric
WBC	LAB_RESULTS	215002	WHITE BLOOD CELL COUNT	numeric

