signal	source	code	description	type
DrainOut	outputevents	42945	Drain Out #3 JP Lateral	numeric
DrainOut	outputevents	42871	Drain Out #2 JP Medial	numeric
DrainOut	outputevents	40648	Drain Out #3 Other	numeric
DrainOut	outputevents	42278	Drain Out #3 Pigtail	numeric
DrainOut	outputevents	42367	Drain Out #3 Sump	numeric
DrainOut	outputevents	41683	Drain Out #2 JP Lateral	numeric
DrainOut	outputevents	40072	Drain Out #2 Jackson Pratt	numeric
DrainOut	outputevents	41698	Drain Out #2 Hemovac	numeric
DrainOut	outputevents	42983	Drain Out #3 Lumbar	numeric
Emesis	outputevents	226571	Emesis	numeric
Emesis	outputevents	40067	Gastric Emesis	numeric
EstimatedBloodLoss	outputevents	40491	PACU Out EBL	numeric
EstimatedBloodLoss	outputevents	226626	OR EBL	numeric
EstimatedBloodLoss	outputevents	40064	OR Out EBL	numeric
GastricOut	outputevents	226576	Oral Gastric	numeric
GastricOut	outputevents	226575	Nasogastric	numeric
GastricOut	outputevents	40074	PACU Out PACU NG	numeric
GastricOut	outputevents	40406	Gastric Other	numeric
GastricOut	outputevents	40331	Gastric Jejunostomy Tube	numeric
GastricOut	outputevents	40059	Gastric Oral Gastric	numeric
GastricOut	outputevents	40051	Gastric Gastric Tube	numeric
GastricOut	outputevents	226573	Gastric Tube	numeric
GastricOut	outputevents	40652	Gastric Blakemore	numeric
GastricOut	outputevents	40052	Gastric Nasogastric	numeric
HemoDialysisOut	outputevents	42928	HEMODIALYSIS.	numeric
HemoDialysisOut	outputevents	41527	HEMODIALYSIS	numeric
HemoDialysisOut	outputevents	42524	HemoDialysis	numeric
HemoDialysisOut	outputevents	40881	Hemodialysis	numeric
HemoDialysisOut	outputevents	44567	Hemodialysis.	numeric
HemoDialysisOut	outputevents	43098	hemodialysis crystal	numeric
HemoDialysisOut	outputevents	42868	hemodialysis off	numeric
HemoDialysisOut	outputevents	42464	hemodialysis ultrafe	numeric
HemoDialysisOut	outputevents	44199	HEMODIALYSIS O/P	numeric
HemoDialysisOut	outputevents	41635	Hemodialysis removal	numeric
HemoDialysisOut	outputevents	41500	hemodialysis output	numeric
HemoDialysisOut	outputevents	41829	HEMODIALYSIS OUTPUT	numeric
HemoDialysisOut	outputevents	45828	Hemo dialysis out	numeric
HemoDialysisOut	outputevents	44216	Hemodialysis out	numeric
HemoDialysisOut	outputevents	42972	HEMODIALYSIS OFF	numeric
HemoDialysisOut	outputevents	40386	hemodialysis	numeric
HemoDialysisOut	outputevents	41016	hemodialysis out	numeric
HemoDialysisOut	outputevents	41417	Hemodialysis Out	numeric
HemoDialysisOut	outputevents	46464	Hemodialysis OUT	numeric
HemoDialysisOut	outputevents	41250	HEMODIALYSIS OUT	numeric
PeritonealDialysisOut	outputevents	46394	Peritoneal dialysis	numeric
PeritonealDialysisOut	outputevents	40910	PERITONEAL DIALYSIS	numeric
PeritonealDialysisOut	outputevents	44843	peritoneal dialysis	numeric
PreAdmissionOutput	outputevents	226633	Pre-Admission	numeric
PreAdmissionOutput	outputevents	40060	Pre-Admission Output Pre-Admission Output	numeric
StoolOut	outputevents	40053	Stool Out Fecal Bag	numeric
StoolOut	outputevents	40054	Stool Out Stool	numeric
StoolOut	outputevents	40388	Stool Out (non-specific)	numeric
StoolOut	outputevents	40289	Stool Out Ostomy	numeric
StoolOut	outputevents	40068	Stool Out Other	numeric
StoolOut	outputevents	40367	Stool Out Rectal Tube	numeric
StoolOut	outputevents	226579	Stool	numeric
StoolOut	outputevents	43174	Stool .	numeric
StoolOut	outputevents	40063	Stool Out Ileostomy	numeric
StoolOut	outputevents	40087	Stool Out Colostomy	numeric
StoolOut	outputevents	226580	Fecal Bag	numeric
StoolOut	outputevents	226583	Rectal Tube	numeric
StoolOut	outputevents	226582	Ostomy (output)	numeric
TFResidualOut	outputevents	227510	TF Residual	numeric
TFResidualOut	outputevents	227511	TF Residual Output	numeric
UltrafiltrateOut	outputevents	40286	Ultrafiltrate Ultrafiltrate	numeric
UrineProduction	outputevents	226584	Ileoconduit	numeric
UrineProduction	outputevents	40057	Urine Out Rt Nephrostomy	numeric
UrineProduction	outputevents	40428	Urine Out Straight Cath	numeric
UrineProduction	outputevents	40715	Urine Out Suprapubic	numeric
UrineProduction	outputevents	40096	Urine Out Ureteral Stent #1	numeric
UrineProduction	outputevents	40069	Urine Out Void	numeric
UrineProduction	outputevents	43171	URINE CC/KG/HR	numeric
UrineProduction	outputevents	40405	Urine Out Other	numeric
UrineProduction	outputevents	226565	L Nephrostomy	numeric
UrineProduction	outputevents	43175	Urine .	numeric
UrineProduction	outputevents	226561	Condom Cath	numeric
UrineProduction	outputevents	40580	Cath Lab Output	numeric
UrineProduction	outputevents	226632	Cath Lab	numeric
UrineProduction	outputevents	43373	urine cc/kg/hr	numeric
UrineProduction	outputevents	43409	Ostomies Colostomy	numeric
UrineProduction	outputevents	226560	Void	numeric
UrineProduction	outputevents	40056	Urine Out Lt Nephrostomy	numeric
UrineProduction	outputevents	40473	Urine Out IleoConduit	numeric
UrineProduction	outputevents	226564	R Nephrostomy	numeric
UrineProduction	outputevents	226559	Foley	numeric
UrineProduction	outputevents	226631	PACU Urine	numeric
UrineProduction	outputevents	40288	PACU Out PACU Urine	numeric
UrineProduction	outputevents	227489	GU Irrigant/Urine Volume Out	numeric
UrineProduction	outputevents	226627	OR Urine	numeric
UrineProduction	outputevents	40065	OR Out PACU Urine	numeric
UrineProduction	outputevents	40061	OR Out OR Urine	numeric
UrineProduction	outputevents	40085	Urine Out Incontinent	numeric
UrineProduction	outputevents	43433	Ostomies Ileostomy	numeric
UrineProduction	outputevents	226567	Straight Cath	numeric
UrineProduction	outputevents	226563	Suprapubic	numeric
UrineProduction	outputevents	40094	Urine Out Condom Cath	numeric
UrineProduction	outputevents	40055	Urine Out Foley	numeric
WoundVac	outputevents	226613	Wound Vac #1	numeric
WoundVac	outputevents	42738	Drain Out #4 Wound Vac	numeric
WoundVac	outputevents	42405	Drain Out #3 Wound Vac	numeric
WoundVac	outputevents	40095	Drain Out #2 Wound Vac	numeric
WoundVac	outputevents	42780	Drain Out #5 Wound Vac	numeric
WoundVac	outputevents	226614	Wound Vac #2	numeric
WoundVac	outputevents	40089	Drain Out #1 Wound Vac	numeric
