code	desc
1001306	0: 1001306~1: Calcium++ (POC)
1001302	0: 1001302~1: PCO2 (POC)
1001304	0: 1001304~1: Bicarbonate (HCO3) (POC)
1001312	0: 1001312~1: HCT (POC)
1001305	0: 1001305~1: Base excess (POC)
1001301	0: 1001301~1: PH (POC)
1001309	0: 1001309~1: Lactate (POC)
1001311	0: 1001311~1: Sodium-BL (POC)
PT	0: PT~1: PROTHROMBIN TIME %
805046010	0: 805046010~1: Atypical lymph. %
CSF1	0: CSF1~1: CSF
PHEN	0: PHEN~1: PHENYTOIN (DILANTIN, DANTOIN)
TEGR	0: TEGR~1: CARBAMAZEPINE (TEGRETOL, TERYL)
883036970	0: 883036970~1: Hemoglobin A1C % - blood
805252010	0: 805252010~1: Hemoglobin F
805240970	0: 805240970~1: Hemoglobin A2
805249010	0: 805249010~1: Alkaline Hemoglobin electrophoresis
805098010	0: 805098010~1: PTT control
885246010	0: 885246010~1: vWF antigen
806472010	0: 806472010~1: PTT mix1:1with norm. plasma
806321010	0: 806321010~1: Circul Anticoagul. Index
885245010	0: 885245010~1: Ristocetin cofactor
886664010	0: 886664010~1: EBV (Epstein-Barr virus) nuclear Ag IgG Ab - blood
807742010	0: 807742010~1: EBV (Epstein-Barr virus) VCA IgM
886645010	0: 886645010~1: CMV IgM-B
806747010	0: 806747010~1: Q fever, Coxiella Brunetii, phase II, IgM - blood
806063010	0: 806063010~1: CMV IgG-B
806748010	0: 806748010~1: Q fever, Coxiella Brunetii, phase II, IgG - blood
886704010	0: 886704010~1: HBcAb (Hepatitis B core Ab), total - blood
886708010	0: 886708010~1: HAAb (Hepatitis A Ab), total - blood
886705010	0: 886705010~1: HBcAb (Hepatitis B core Ab) IgM - blood
805237010	0: 805237010~1: Reticulocytes,hemoglobin (Ret-He)
805705010	0: 805705010~1: Immature Reticulocyte Fraction (IRF)
806740010	0: 806740010~1: Pattern of fluorescence ANA - blood
806263010	0: 806263010~1: ANCA (Neutrophil Cytoplasmic Ab) - blood
806034010	0: 806034010~1: Mitochondrial Ab - blood
806021010	0: 806021010~1: Smooth muscle Ab - blood
805120010	0: 805120010~1: Dohle bodies
805146010	0: 805146010~1: Toxic granulation
886334810	0: 886334810~1: Immunofixation-BL
805475700	0: 805475700~1: Staining - bone marrow
C56	0: C56~1: CD56-NK CELLS
C20	0: C20~1: CD20-MATURE B
C22	0: C22~1: CD22-MATURE B/HCL
C15	0: C15~1: CD15-GRANULOCYTES
C7	0: C7~1: CD7-PAN T
C5	0: C5~1: CD5-PAN T
C14	0: C14~1: CD14-MONOCYTIC,MYELOID
C117	0: C117~1: CD117
C2	0: C2~1: CD2-PAN T
C-3	0: C-3~1: CD3-MATURE T
C34	0: C34~1: CD34-HEMATOPOIETIC PROGENITORS
C11	0: C11~1: CD11B-MONOCYTIC,NK CELLS
C38	0: C38~1: CD38-LYMPHOID PROGENITOR
C-4	0: C-4~1: CD4-T HELPER
C13	0: C13~1: CD13-MYELOID,MONOCYTIC
C33	0: C33~1: CD33-MYELOID,MONOCYTIC
HDR	0: HDR~1: HLA-DR-MONO,MYELO,B,(T)
C19	0: C19~1: CD19-EARLY B
C10	0: C10~1: CD10-CALLA IMMATURE B
806579010	0: 806579010~1: Parvovirus B19 IgM - blood
806578010	0: 806578010~1: Parvovirus B19 IgG - blood
VR_VZV	0: VR_VZV~1: VARICELLA ZOSTER
VR_HSVM	0: VR_HSVM~1: HERPES SIMPLEX IGM
VR_HSV	0: VR_HSV~1: HERPES SIMPLEX
VR_VZV-M	0: VR_VZV-M~1: VARICELLA ZOSTER IGM
VR_VZVGQ	0: VR_VZVGQ~1: QUANT VARICELLA ZOSTER IGG
VR_VZV-G	0: VR_VZV-G~1: VARICELLA ZOSTER IGG
VR_CSF	0: VR_CSF~1: CEROBROSPINAL FLUID
VR_HSVGQ	0: VR_HSVGQ~1: QUANT HERPES SIMPLEX IGG
VR_HSVG	0: VR_HSVG~1: HERPES SIMPLEX IGG
805021050	0: 805021050~1: NEUTROPHILES - CSF
805022050	0: 805022050~1: LYMPHOCYTES - CSF
PAP	0: PAP~1: משטח מצואר הרחם
807366010	0: 807366010~1: G. DAT L/C
807684010	0: 807684010~1: DAT Anti-C3d
807367010	0: 807367010~1: DAT Anti-IgG
806326010	0: 806326010~1: RVVT-N (sensitive/ not sensitive)
806299010	0: 806299010~1: SCT-N (sensitive/ not sensitive)
806383010	0: 806383010~1: RVVT mix 1:1 with normal plasma
805978010	0: 805978010~1: SCT (Silica Clotting Time), 1:1 mixture with normal plasma -
806335010	0: 806335010~1: SCT (sensitive to LAC)
10070816	0: 10070816~1: CONFIRMATION
808114800	0: 808114800~1: CD34 immunohistochemistry stain
808108800	0: 808108800~1: CD20 immunohistochemistry stain
808099800	0: 808099800~1: CD3 immunohistochemistry stain
808113800	0: 808113800~1: CD31 immunohistochemistry stain
808231800	0: 808231800~1: CD71 immunohistochemistry stain
808130800	0: 808130800~1: CD117 c-kit immunohistochemistry st
808127800	0: 808127800~1: CD79 immunohistochemistry stain
808188800	0: 808188800~1: MPO immunohistochemistry stain
808062800	0: 808062800~1: reticulin histochemistry stain
808400100	0: 808400100~1: מלשד DNA הפקת
805645100	0: 805645100~1: Jak2 V617F mutation- bone marrow
805544100	0: 805544100~1: CD5 [unsupported character]PAN T - BM
805952100	0: 805952100~1: CD19/Lambda - BM
805551100	0: 805551100~1: CD3-CD8 - BM
805539100	0: 805539100~1: CD8 T suppressor/cytotoxic - BM
805535100	0: 805535100~1: CD3 mature T -BM
805951100	0: 805951100~1: CD19/Kappa - BM
100634	0: 100634~1: ..
805555100	0: 805555100~1: CD19 EARLY B - BM
805553100	0: 805553100~1: CD20 MATURE B - BM
805537100	0: 805537100~1: CD4 T helper -BM
805549100	0: 805549100~1: CD3-CD4 - BM
805557100	0: 805557100~1: CD22 MATURE B/HCL - BM
805759100	0: 805759100~1: CD7 PAN T - BM
805805100	0: 805805100~1: CD19-CD20 - BM
805556100	0: 805556100~1: CD10 (CALLA) IMMATURE B - BM
805541100	0: 805541100~1: CD2 [unsupported character]PAN T -BM
802501110	0: 802501110~1: a Fetoprotein-AF
SP	0: SP~1: כיח
BRUS	0: BRUS~1: הברשה
806110800	0: 806110800~1: Adenovirus PCR
807097800	0: 807097800~1: H1N1 virus RT-PCR
810832800	0: 810832800~1: Parainfluenza type 1, RT-PCR
807093800	0: 807093800~1: Influenza A RT-PCR
806128800	0: 806128800~1: RSV (respiratory syncytial virus) RT-PCR
807096800	0: 807096800~1: Influenza B RT-PCR
LSHI	0: LSHI~1: LEFT SHIFT
883090010	0: 883090010~1: Homocysteine-BL
806540040	0: 806540040~1: BENCE JONES FRACTION
884166930	0: 884166930~1: Protein electrophoresi- urine
IG G	0: IG G~1: IMMUNOGLOBULIN IG G
IG M	0: IG M~1: IMMUNOGLOBULIN IG M
ALBG	0: ALBG~1: ALB / GLOB יחס
IG A	0: IG A~1: IMMUNOGLOBULIN IG A
882533010	0: 882533010~1: Cortisol
VR_PAR3	0: VR_PAR3~1: PARAINFL3
VR_INFA	0: VR_INFA~1: INFLUENZA A
VR_PAR1	0: VR_PAR1~1: PARAINFL1
VR_INFB	0: VR_INFB~1: INFLUENZA B
VR_RSV	0: VR_RSV~1: RSVAG
VR_EBV-M	0: VR_EBV-M~1: EBV EA IGM........
VR_ADE	0: VR_ADE~1: ADENOVIRUS
VR_MYC-M	0: VR_MYC-M~1: MYC.PNEUMONIA IGM
805147010	0: 805147010~1: Vacuoles in neutrophils
NRBC	0: NRBC~1: נורמובלסט
806466010	0: 806466010~1: Prothrombin G20210A
885300010	0: 885300010~1: Antithrombin III activity
885307010	0: 885307010~1: APC-resistance
806416010	0: 806416010~1: MTHFR C677T
806352010	0: 806352010~1: Factor V Leiden mutation
VR_PAR-M	0: VR_PAR-M~1: PARVOVIRUS IGM
VR_RUG	0: VR_RUG~1: RUBELLA IGG
VR_PAR-G	0: VR_PAR-G~1: PARVOVIRUS IGG
884146010	0: 884146010~1: Prolactin
RNP	0: RNP~1: RNP
SM	0: SM~1: SM
SS-B	0: SS-B~1: SS-B
SS-A	0: SS-A~1: SS-A
885250010	0: 885250010~1: Clotting factor IX
RVVT	0: RVVT~1: RUSSEL VIPER VENOM TEST
885240010	0: 885240010~1: Clotting factor VIII
B2GP	0: B2GP~1: Anti b2 Glycoprotein
885270010	0: 885270010~1: Clotting factor XI
808157800	0: 808157800~1: GFAP immunohistochemistry stain
808176800	0: 808176800~1: ki 67 immunohistochemistry stain
805024050	0: 805024050~1: Eosinophils No. - CSF
805889050	0: 805889050~1: OTHER CELLS - CSF
805001050	0: 805001050~1: WBC- CSF
884157050	0: 884157050~1: Protein-CSF
885041050	0: 885041050~1: RBC- CSF
882947050	0: 882947050~1: Glucose-CSF
802080050	0: 802080050~1: Xantochromia - CSF
805023050	0: 805023050~1: MONOCYTES-CSF
882746010	0: 882746010~1: Folic Acid
805112010	0: 805112010~1: Normoblasts/100 WBC
807738010	0: 807738010~1: Q fever (Coxiella Burnetii) phase 1 Ab CFT
886788010	0: 886788010~1: West Nile virus IgM - blood
807739010	0: 807739010~1: Q fever (Coxiella Burnetii) phase 2 Ab CFT
807020010	0: 807020010~1: West Nile virus IgG - blood
805637010	0: 805637010~1: BCR-ABL RT-PCR - blood
805652100	0: 805652100~1: BCR-ABL/ABL ratio, RQ-PCR - bone marrow
807150100	0: 807150100~1: ABL, RQ-PCR- bone marrow
805637100	0: 805637100~1: BCR-ABL RT-PCR - bone marrow
805651100	0: 805651100~1: BCR-ABL RQ-PCR- bone marrow
C16	0: C16~1: CD16-NK CELLS
C8	0: C8~1: CD8-T SUPPRESSOR/CYTOTOX
VR_MSL-G	0: VR_MSL-G~1: MEASLES IGG
VR_MUM-G	0: VR_MUM-G~1: MUMPS IGG
805652010	0: 805652010~1: BCR-ABL/ABLratio RQ-PCR - blood
805651010	0: 805651010~1: BCR-ABL RQ-PCR- blood
807150010	0: 807150010~1: ABL, RQ-PCR- blood
882306010	0: 882306010~1: 25OH Vit D3
882652010	0: 882652010~1: 1,25(OH)2 Vit D3
808570010	0: 808570010~1: (BL) RNA הפקת
883036010	0: 883036010~1: Hemoglobin A1C - blood
802054940	0: 802054940~1: Norepinephrine-UR/Creatinine
883835940	0: 883835940~1: Metanephrine-UR/Creatinine
802039940	0: 802039940~1: Epinephrine-UR/Creatinine
802280940	0: 802280940~1: Catecholamines,free-UR/Creatinine
802084940	0: 802084940~1: Normetanephrine-UR/Creatinine
805131010	0: 805131010~1: Ovalocytes
819004010	0: 819004010~1: SCT-N (sensitive to LAC)
819007010	0: 819007010~1: RVVT-N (Normalized) (sensitive to LAC)
808825630	0: 808825630~1: Body fluids
883986210	0: 883986210~1: PH - Fluid
885041080	0: 885041080~1: RBC - pleural fluid
805983080	0: 805983080~1: Mononuclear cells (MN) abs - pleural fluid
805034080	0: 805034080~1: PMN % - pleural fluid
805984080	0: 805984080~1: MN % - pleural fluid
805001080	0: 805001080~1: WBC - pleural fluid
805315080	0: 805315080~1: Polymorphonuclear cells (PMN) abs - pleural fluid
100637	0: 100637~1: ..
882040210	0: 882040210~1: Albumin -Body Fluids
882945210	0: 882945210~1: Glucose-Body Fluids
883615210	0: 883615210~1: Lactate dehydrogenase (LDH)-Body Fluids
808816630	0: 808816630~1: FNA+US
1001222	0: 1001222~1: Cell Block
808009630	0: 808009630~1: Cell Block
884560040	0: 884560040~1: Uric Acid-UR
884560950	0: 884560950~1: Uric Acid-UR/24h
CYCL	0: CYCL~1: CYCL-CYCLOSPORINE+METABOLITES
806746010	None
VR_AUSA	0: VR_AUSA~1: ANTI-HBS
886200010	0: 886200010~1: Cyclic citrullinated peptide (CCP) Ab-BL
880156010	0: 880156010~1: Carbamazepine - serum
807067010	0: 807067010~1: Herpes type 6 IgG - blood
807068010	0: 807068010~1: Herpes type 6 IgM - blood
884560940	0: 884560940~1: Uric Acid-UR/Creatinine
ERYF	0: ERYF~1: ERYTHROCYTES-FRESH CSF
PAND	0: PAND~1: PANDY-CSF
ERYC	0: ERYC~1: ERYTHROCYTES-CRENATED CSF
808006700	0: 808006700~1: H&E
100716	0: 100716~1: UNSTAIN
808056800	0: 808056800~1: periodic acid schiff histochemistry
808048800	0: 808048800~1: methenamine silver histochemistry s
808072800	0: 808072800~1: ziehl neelsen histochemistry stain
886800010	0: 886800010~1: Anti Tg Ab
884432010	0: 884432010~1: Thyroglobulin
883970010	0: 883970010~1: PTH parathyroid horm.Intact
880185010	0: 880185010~1: Phenytoin, total - serum
805120080	0: 805120080~1: LYMPHO-peritoneal
805118080	0: 805118080~1: Neutrophils-peritoneal
10070809	0: 10070809~1: WBC - peritoneal fluid
805990010	0: 805990010~1: Sm (Smith) Ab - blood
806611010	0: 806611010~1: Anti LA (SS-B), Ab - blood
805442010	0: 805442010~1: Anti RNP, Ab - blood
805438010	0: 805438010~1: Anti Ro (SS-A), Ab - blood
805426010	None
806003010	None
805425010	0: 805425010~1: IgG4 - blood
807174800	0: 807174800~1: Enterovirus RT-PCR
808806630	0: 808806630~1: CSF
807090800	0: 807090800~1: Herpes simplex type 1 PCR
807091800	0: 807091800~1: Herpes simplex type 2 PCR
805779800	0: 805779800~1: Varicella zoster PCR
882438050	0: 882438050~1: Chloride-CSF
883916050	0: 883916050~1: Oligoclonal bands IgG - CSF
808730010	None
VR_CSCO	0: VR_CSCO~1: HCV S/CO
VR_HCVCO	0: VR_HCVCO~1: HCV CONFIRMATION
MAMP	0: MAMP~1: METAMPHETAMINE
AMPH	0: AMPH~1: AMPHETAMINE
OPIA	0: OPIA~1: OPIATES (MORPHINE, CODEINE)
UMET	0: UMET~1: METHADONE
UCAN	0: UCAN~1: CANNABINOIDS
COC	0: COC~1: COCAINE
100927	0: 100927~1: NOT DONE
808047550	0: 808047550~1: masson trichrome - histology
808400070	0: 808400070~1: מרקמה DNA הפקת
808105800	0: 808105800~1: CD15 leum1 immunohistochemistry sta
808118800	0: 808118800~1: LCA (Leukocyte common antigen) immunohistochemistry
808112800	0: 808112800~1: CD30 ki1 immunohistochemistry stain
808738800	0: 808738800~1: PAX5 immunohistochemistry
808150800	0: 808150800~1: EBV (Epstein-Barr virus) immunohistochemistry
808371800	0: 808371800~1: MUM1 immunohistochemistry
807017010	0: 807017010~1: Rubella IgM-B
807013010	0: 807013010~1: Rubella IgG-B
884144010	0: 884144010~1: Progesterone
884403010	0: 884403010~1: Testosterone,total
802245010	0: 802245010~1: Estradiol 17 beta - blood
883002010	0: 883002010~1: LH-Luteinizing hormone
883001010	0: 883001010~1: FSH -follicle stimul. horm.
806595800	0: 806595800~1: Human metapneumovirus RT-PCR
806119800	0: 806119800~1: Parainfluenza All types, RT-PCR
885670010	0: 885670010~1: Thrombin time (TT)
100724	0: 100724~1: HE-Special
808815630	0: 808815630~1: FNA
805121010	0: 805121010~1: Basket cells
880202010	0: 880202010~1: Vancomycin - serum
880150010	0: 880150010~1: Amikacin - serum
CKMB	0: CKMB~1: CREATINE KINASE MB
