match_type	ndc	count	score	code	words
NDC2ATC4+Score	55150:158	172285	9.542857142857143	ATC_S01H_A07	['LIDOCAINE']
NDC2ATC4+Score	55150:158	172285	9.542857142857143	ATC_S02D_A01	['LIDOCAINE']
ScoreOnly	45802:868	171839	3.814864864864865	ATC_B03X_A03	['GLYCOL', 'POLYETHYLENE']
NDC2ATC4+Score	50090:516	169698	10.4	ATC_R03A_C01	['SALBUTAMOL']
NDC2ATC4+Score	50090:516	169698	10.4	ATC_R03A_C02	['SALBUTAMOL']
NDC2ATC4+Score	50090:516	169698	10.4	ATC_R03C_C02	['SALBUTAMOL']
ScoreOnly	MISSING:38235	167439	3.4	ATC_N02A_A03	['HYDROMORPHONE']
NDC2ATC4+Score	13668:7	166834	10.4	ATC_N05C_F02	['ZOLPIDEM']
ScoreOnly	13668:97	159996	3.4	ATC_A02B_C02	['PANTOPRAZOLE']
NDC2ATC4+Score	13107:59	159866	11.0	ATC_N02A_J06	['CODEINE', 'PARACETAMOL']
NDC2ATC4+Score	13107:59	159866	10.4	ATC_N02B_E01	['PARACETAMOL']
NDC2ATC4+Score	13107:59	159866	9.9	ATC_R05D_A04	['CODEINE']
NDC2ATC4+Score	10544:951	158403	9.9	ATC_J01C_A04	['AMOXICILLIN']
NDC2ATC4+Score	3:293	158363	9.511111111111111	ATC_A01A_C01	['TRIAMCINOLONE']
NDC2ATC4+Score	3:293	158363	9.511111111111111	ATC_C05A_A12	['TRIAMCINOLONE']
NDC2ATC4+Score	3:293	158363	9.511111111111111	ATC_D07A_B09	['TRIAMCINOLONE']
NDC2ATC4+Score	3:293	158363	9.511111111111111	ATC_D07X_B02	['TRIAMCINOLONE']
NDC2ATC4+Score	3:293	158363	9.511111111111111	ATC_H02A_B08	['TRIAMCINOLONE']
NDC2ATC4+Score	3:293	158363	9.511111111111111	ATC_R01A_D11	['TRIAMCINOLONE']
NDC2ATC4+Score	3:293	158363	9.511111111111111	ATC_R03B_A06	['TRIAMCINOLONE']
NDC2ATC4+Score	3:293	158363	9.511111111111111	ATC_S01B_A05	['TRIAMCINOLONE']
NDC2ATC4+Score	11673:61	157584	10.4	ATC_A02B_A03	['FAMOTIDINE']
NDC2ATC4+Score	11673:61	157584	10.4	ATC_A02B_A53	['FAMOTIDINE']
NDC2ATC4+Score	10544:179	155240	10.4	ATC_N06A_B04	['CITALOPRAM']
ScoreOnly	MISSING:39270	153024	3.4	ATC_N02A_B02	['PETHIDINE']
NDC2ATC4+Score	10135:525	152401	9.65	ATC_C08C_A01	['AMLODIPINE']
ScoreOnly	10544:151	151178	2.7333333333333334	ATC_D06B_B03	['ACICLOVIR']
ScoreOnly	10544:151	151178	2.7333333333333334	ATC_D06B_B53	['ACICLOVIR']
ScoreOnly	10544:151	151178	2.7333333333333334	ATC_J05A_B01	['ACICLOVIR']
ScoreOnly	10544:151	151178	2.7333333333333334	ATC_S01A_D03	['ACICLOVIR']
NDC2ATC4+Score	35356:838	149541	9.733333333333334	ATC_N02A_A01	['MORPHINE']
NDC2ATC4+Score	35356:838	149541	9.733333333333334	ATC_N02A_A51	['MORPHINE']
ScoreOnly	66733:773	148483	4.5	ATC_A10A_B04	['INSULIN', 'LISPRO']
ScoreOnly	66733:773	148483	4.5	ATC_A10A_C04	['INSULIN', 'LISPRO']
ScoreOnly	66733:773	148483	4.5	ATC_A10A_D04	['INSULIN', 'LISPRO']
NDC2ATC4+Score	10544:555	147622	10.4	ATC_M01A_C06	['MELOXICAM']
NDC2ATC4+Score	10544:555	147622	10.4	ATC_M01A_C56	['MELOXICAM']
ScoreOnly	MISSING:41729	145835	2.8703703703703707	ATC_A01A_A01	['FLUORIDE', 'SODIUM']
ScoreOnly	MISSING:41729	145835	2.8703703703703707	ATC_A01A_A51	['FLUORIDE', 'SODIUM']
ScoreOnly	MISSING:41729	145835	2.8703703703703707	ATC_A12C_D01	['FLUORIDE', 'SODIUM']
ScoreOnly	MISSING:41729	145835	2.8703703703703707	ATC_V09I_X06	['FLUORIDE', 'SODIUM']
NDC2ATC4+Score	10544:131	144973	10.4	ATC_C03C_A01	['FUROSEMIDE']
NDC2ATC4+Score	10544:280	144375	10.4	ATC_G04C_A02	['TAMSULOSIN']
NDC2ATC4+Score	10544:585	142561	9.733333333333334	ATC_C09A_A03	['LISINOPRIL']
NDC2ATC4+Score	17478:40	141730	10.4	ATC_N05B_A06	['LORAZEPAM']
NDC2ATC4+Score	17478:40	141730	10.4	ATC_N05B_A56	['LORAZEPAM']
ScoreOnly	54569:3027	141410	2.6370370370370373	ATC_A06A_D17	['PHOSPHATE', 'SODIUM']
ScoreOnly	54569:3027	141410	2.6370370370370373	ATC_A06A_G01	['PHOSPHATE', 'SODIUM']
ScoreOnly	54569:3027	141410	2.6370370370370373	ATC_B05X_A09	['PHOSPHATE', 'SODIUM']
ScoreOnly	54569:3027	141410	2.6370370370370373	ATC_V10X_X01	['PHOSPHATE', 'SODIUM']
NoMatch	69374:953	137997	-1.0	NONE_0	['PHOSPHATE', 'SODIUM']
ScoreOnly	MISSING:39556	137900	2.7333333333333334	ATC_A07D_A52	['MORPHINE']
ScoreOnly	MISSING:39556	137900	2.7333333333333334	ATC_N02A_A01	['MORPHINE']
ScoreOnly	MISSING:39556	137900	2.7333333333333334	ATC_N02A_A51	['MORPHINE']
NDC2ATC4+Score	17478:263	136026	10.4	ATC_S01H_A04	['PROXYMETACAINE']
NDC2ATC4+Score	52565:9	135793	9.542857142857143	ATC_C01B_B01	['LIDOCAINE']
NDC2ATC4+Score	52565:9	135793	9.542857142857143	ATC_C05A_D01	['LIDOCAINE']
NDC2ATC4+Score	52565:9	135793	9.542857142857143	ATC_D04A_B01	['LIDOCAINE']
NDC2ATC4+Score	52565:9	135793	9.542857142857143	ATC_N01B_B02	['LIDOCAINE']
NDC2ATC4+Score	52565:9	135793	9.542857142857143	ATC_N01B_B52	['LIDOCAINE']
NDC2ATC4+Score	52565:9	135793	9.542857142857143	ATC_R02A_D02	['LIDOCAINE']
NDC2ATC4+Score	52565:9	135793	9.542857142857143	ATC_S01H_A07	['LIDOCAINE']
NDC2ATC4+Score	52565:9	135793	9.542857142857143	ATC_S02D_A01	['LIDOCAINE']
NDC2ATC4+Score	23155:102	135529	10.4	ATC_A10B_A02	['METFORMIN']
NDC2ATC4+Score	13668:8	135293	10.4	ATC_N05C_F02	['ZOLPIDEM']
NDC2ATC4+Score	16714:469	134847	10.4	ATC_N03A_E01	['CLONAZEPAM']
ScoreOnly	33358:242	133336	3.4	ATC_C07A_B02	['METOPROLOL']
ScoreOnly	33358:242	133336	3.4	ATC_C07A_B52	['METOPROLOL']
ScoreOnly	33358:242	133336	3.4	ATC_C07C_B02	['METOPROLOL']
NDC2ATC4+Score	17856:2001	133227	9.525	ATC_A01A_B03	['CHLORHEXIDINE']
NDC2ATC4+Score	17856:2001	133227	9.525	ATC_B05C_A02	['CHLORHEXIDINE']
NDC2ATC4+Score	17856:2001	133227	9.525	ATC_D08A_C02	['CHLORHEXIDINE']
NDC2ATC4+Score	17856:2001	133227	9.525	ATC_D08A_C52	['CHLORHEXIDINE']
NDC2ATC4+Score	17856:2001	133227	9.525	ATC_D09A_A12	['CHLORHEXIDINE']
NDC2ATC4+Score	17856:2001	133227	9.525	ATC_R02A_A05	['CHLORHEXIDINE']
NDC2ATC4+Score	17856:2001	133227	9.525	ATC_S01A_X09	['CHLORHEXIDINE']
NDC2ATC4+Score	17856:2001	133227	9.525	ATC_S02A_A09	['CHLORHEXIDINE']
NDC2ATC4+Score	17856:2001	133227	9.525	ATC_S03A_A04	['CHLORHEXIDINE']
NDC2ATC4+Score	10135:664	130162	10.4	ATC_M03B_A03	['METHOCARBAMOL']
NDC2ATC4+Score	10135:651	130100	10.4	ATC_C10A_A05	['ATORVASTATIN']
NDC2ATC4+Score	10135:651	130100	10.4	ATC_C10A_A55	['ATORVASTATIN']
NDC2ATC4+Score	33342:329	127834	9.511111111111111	ATC_A01A_C01	['TRIAMCINOLONE']
NDC2ATC4+Score	33342:329	127834	9.511111111111111	ATC_C05A_A12	['TRIAMCINOLONE']
NDC2ATC4+Score	33342:329	127834	9.511111111111111	ATC_D07A_B09	['TRIAMCINOLONE']
NDC2ATC4+Score	33342:329	127834	9.511111111111111	ATC_D07X_B02	['TRIAMCINOLONE']
NDC2ATC4+Score	33342:329	127834	9.511111111111111	ATC_H02A_B08	['TRIAMCINOLONE']
NDC2ATC4+Score	33342:329	127834	9.511111111111111	ATC_R01A_D11	['TRIAMCINOLONE']
NDC2ATC4+Score	33342:329	127834	9.511111111111111	ATC_R03B_A06	['TRIAMCINOLONE']
NDC2ATC4+Score	33342:329	127834	9.511111111111111	ATC_S01B_A05	['TRIAMCINOLONE']
ScoreOnly	16729:199	127510	2.7333333333333334	ATC_C02E_A03	['LISINOPRIL']
ScoreOnly	16729:199	127510	2.7333333333333334	ATC_C02L_M03	['LISINOPRIL']
ScoreOnly	16729:199	127510	2.7333333333333334	ATC_C09A_A03	['LISINOPRIL']
ScoreOnly	16729:199	127510	2.7333333333333334	ATC_C09B_A03	['LISINOPRIL']
NDC2ATC4+Score	10135:653	126500	10.4	ATC_C10A_A05	['ATORVASTATIN']
NDC2ATC4+Score	10135:653	126500	10.4	ATC_C10A_A55	['ATORVASTATIN']
ScoreOnly	13107:195	126154	2.9	ATC_C02E_X01	['LOSARTAN']
ScoreOnly	13107:195	126154	2.9	ATC_C09C_A01	['LOSARTAN']
ScoreOnly	13107:195	126154	2.9	ATC_C09D_A01	['LOSARTAN']
NDC2ATC4+Score	10544:584	124683	10.4	ATC_C03C_A01	['FUROSEMIDE']
NDC2ATC4+Score	10544:212	124372	9.511111111111111	ATC_A01A_C02	['DEXAMETHASONE']
NDC2ATC4+Score	10544:212	124372	9.511111111111111	ATC_C05A_A09	['DEXAMETHASONE']
NDC2ATC4+Score	10544:212	124372	9.511111111111111	ATC_D07A_B19	['DEXAMETHASONE']
NDC2ATC4+Score	10544:212	124372	9.511111111111111	ATC_D07X_B05	['DEXAMETHASONE']
NDC2ATC4+Score	10544:212	124372	9.511111111111111	ATC_D10A_A03	['DEXAMETHASONE']
NDC2ATC4+Score	10544:212	124372	9.511111111111111	ATC_H02A_B02	['DEXAMETHASONE']
NDC2ATC4+Score	10544:212	124372	9.511111111111111	ATC_R01A_D03	['DEXAMETHASONE']
NDC2ATC4+Score	10544:212	124372	9.511111111111111	ATC_R01A_D53	['DEXAMETHASONE']
NDC2ATC4+Score	10544:212	124372	9.511111111111111	ATC_S01B_A01	['DEXAMETHASONE']
NDC2ATC4+Score	10544:212	124372	9.511111111111111	ATC_S01C_B01	['DEXAMETHASONE']
NDC2ATC4+Score	10544:212	124372	9.511111111111111	ATC_S02B_A06	['DEXAMETHASONE']
NDC2ATC4+Score	10544:212	124372	9.511111111111111	ATC_S03B_A01	['DEXAMETHASONE']
NDC2ATC4+Score	16714:692	123896	9.733333333333334	ATC_D01A_C15	['FLUCONAZOLE']
NDC2ATC4+Score	16714:692	123896	9.733333333333334	ATC_J02A_C01	['FLUCONAZOLE']
NDC2ATC4+Score	13668:5	123743	10.4	ATC_N06A_B06	['SERTRALINE']
ScoreOnly	33358:89	122407	2.7333333333333334	ATC_D10A_F01	['CLINDAMYCIN']
ScoreOnly	33358:89	122407	2.7333333333333334	ATC_D10A_F51	['CLINDAMYCIN']
ScoreOnly	33358:89	122407	2.7333333333333334	ATC_G01A_A10	['CLINDAMYCIN']
ScoreOnly	33358:89	122407	2.7333333333333334	ATC_J01F_F01	['CLINDAMYCIN']
NDC2ATC4+Score	10544:938	121566	9.566666666666666	ATC_A01A_B17	['METRONIDAZOLE']
NDC2ATC4+Score	10544:938	121566	9.566666666666666	ATC_D06B_X01	['METRONIDAZOLE']
NDC2ATC4+Score	10544:938	121566	9.566666666666666	ATC_G01A_F01	['METRONIDAZOLE']
NDC2ATC4+Score	10544:938	121566	9.566666666666666	ATC_J01X_D01	['METRONIDAZOLE']
NDC2ATC4+Score	10544:938	121566	9.566666666666666	ATC_P01A_B01	['METRONIDAZOLE']
NDC2ATC4+Score	10544:938	121566	9.566666666666666	ATC_P01A_B51	['METRONIDAZOLE']
NDC2ATC4+Score	13107:107	121382	10.4	ATC_N02A_A03	['HYDROMORPHONE']
ScoreOnly	11383:245	119987	3.4	ATC_R06A_E07	['CETIRIZINE']
