RXN_CD	RXN_NM	cnt
808349	{1 (22.7 ML) (Hydrocortisone 0.01 MG/MG Topical Gel) / 3 (15 ML) (Ketoconazole 0.02 MG/MG Topical Gel) } Pack	1
1005907	{1 (240 ML) (ammonium lactate 120 MG/ML Topical Lotion) / 1 (50000 MG) (halobetasol propionate 0.0005 MG/MG Topical Ointment) } Pack	1
1242575	{1 (240 ML) (Acetaminophen 33.3 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution) / 1 (240 ML) (Acetaminophen 33.3 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML Oral Solution) } Pack	1
1098138	{1 (0.5 ML Chondroitin Sulfates 40 MG/ML / Sodium Hyaluronate 30 MG/ML Prefilled Syringe) / 1 (0.55 ML Sodium Hyaluronate 10 MG/ML Prefilled Syringe) } Pack	1
1362222	{1 (28400 MG) (hydrocortisone acetate 25 MG/ML / Pramoxine hydrochloride 10 MG/ML Rectal Cream) / 6 (Pramoxine hydrochloride 10 MG/ML Medicated Pad) } Pack	2
1362223	{1 (28400 MG) (hydrocortisone acetate 25 MG/ML / Pramoxine hydrochloride 10 MG/ML Rectal Cream [Analpram HC]) / 6 (Pramoxine hydrochloride 10 MG/ML Medicated Pad [Prax]) } Pack [Analpram E Kit with 6 Prax Medicated Pad]	1
1489300	{1 (295 ML) (Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 0.667 MG/ML / Phenylephrine Hydrochloride 0.333 MG/ML Oral Solution) / 1 (295 ML) (Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution) } Pack	2
1544175	{1 (355 ML) (Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 0.667 MG/ML / doxylamine succinate 0.417 MG/ML / Phenylephrine Hydrochloride 0.333 MG/ML Oral Solution) / 1 (355 ML) (Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 0.667 MG/ML / Guaifenesin 13.3 MG/ML / Phenylephrine Hydrochloride 0.333 MG/ML Oral Solution) } Pack	1
1649605	{1 (0.5 ML peginterferon beta-1a 0.126 MG/ML Auto-Injector [Plegridy]) / 1 (0.5 ML peginterferon beta-1a 0.188 MG/ML Auto-Injector [Plegridy]) } Pack [Plegridy Pen Starter Pack]	1
1248353	{1 (295 ML) (Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution) / 1 (Dextromethorphan Hydrobromide 1 MG/ML Oral Solution) } Pack	1
1014366	{1 (42500 MG) (Hydrocortisone 0.01 MG/MG Topical Gel) / 1 (60000 MG) (Ketoconazole 20 MG/ML Topical Cream) } Pack	2
1649602	{1 (0.5 ML peginterferon beta-1a 0.126 MG/ML Auto-Injector) / 1 (0.5 ML peginterferon beta-1a 0.188 MG/ML Auto-Injector) } Pack	2
1246586	{1 (30000 MG) (Hydrocortisone 25 MG/ML / Pramoxine hydrochloride 10 MG/ML Rectal Cream) / 6 (Pramoxine hydrochloride 10 MG/ML Medicated Pad) } Pack	2
1301695	{1 (50000 MG) (halobetasol propionate 0.0005 MG/MG Topical Ointment) / 1 (225000 MG) (Lactic acid 100 MG/ML Topical Cream) } Pack	2
1546197	{1 (0.5 ML peginterferon beta-1a 0.126 MG/ML Prefilled Syringe) / 1 (0.5 ML peginterferon beta-1a 0.188 MG/ML Prefilled Syringe) } Pack	3
1484901	{1 (354 ML) (Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 0.667 MG/ML / Phenylephrine Hydrochloride 0.333 MG/ML Oral Solution) / 1 (354 ML) (Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution) } Pack	2
1191663	{1 (118 ML) (Dextromethorphan Hydrobromide 4 MG/ML Oral Solution [Entex S]) / 30 (Guaifenesin 375 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet [Entex T]) } Pack [Entex PAC]	1
997620	{1 (9000 MG) (Miconazole Nitrate 20 MG/ML Topical Cream) / 1 (35000 MG) (Miconazole Nitrate 20 MG/ML Vaginal Cream) } Pack	3
1536462	{1 (9000 MG) (Miconazole Nitrate 20 MG/ML Vaginal Cream [Monistat]) / 1 (25000 MG) (Miconazole Nitrate 40 MG/ML Vaginal Cream [Monistat]) } Pack [Monistat 3 Vaginal Cream Combination Pack]	1
1191661	{1 (118 ML) (Dextromethorphan Hydrobromide 4 MG/ML Oral Solution) / 30 (Guaifenesin 375 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet) } Pack	1
1360638	{1 (355 ML) (Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution) / 1 (355 ML) (Dextromethorphan Hydrobromide 1 MG/ML Oral Solution) } Pack	1
1244578	{1 (12 HR Chlorpheniramine Maleate 4 MG / methscopolamine nitrate 2.5 MG Extended Release Oral Tablet) / 1 (12 HR Chlorpheniramine Maleate 8 MG / methscopolamine nitrate 2.5 MG Extended Release Oral Tablet) } Pack	1
1488616	{1 (1.5 ML Leuprolide Acetate 7.5 MG/ML Prefilled Syringe) / 90 (norethindrone acetate 5 MG Oral Tablet) } Pack	1
866892	{1 (60000 MG) (Salicylic Acid 0.06 MG/MG Topical Gel) / 1 (160 ML) (Salicylic Acid 60 MG/ML Medicated Shampoo) } Pack	2
992766	{1 (9000 MG) (Miconazole Nitrate 20 MG/ML Vaginal Cream) / 3 (Miconazole Nitrate 200 MG Vaginal Suppository) } Pack	8
1370201	{1 (12 HR Chlorpheniramine Maleate 8 MG / methscopolamine nitrate 2.5 MG / Phenylephrine Hydrochloride 10 MG Extended Release Oral Tablet) / 1 (12 HR methscopolamine nitrate 2.5 MG / Phenylephrine Hydrochloride 40 MG Extended Release Oral Tablet) } Pack	1
1247823	{1 (70000 MG) (Salicylic Acid 60 MG/ML Topical Foam) / 1 (150000 MG) (Urea 350 MG/ML Topical Foam) } Pack	1
1549687	{1 (15 ML hyaluronidase, human recombinant 160 UNT/ML Injection) / 1 (300 ML Immunoglobulin G, Human 100 MG/ML Injection) } Pack	1
1854816	{1 (9000 MG) (Miconazole Nitrate 20 MG/ML Vaginal Cream) / 7 (5000 MG) (Miconazole Nitrate 20 MG/ML Vaginal Cream) } Pack	2
978056	{1 (225 ML) (ammonium lactate 120 MG/ML Topical Lotion [Lac-Hydrin]) / 1 (50 ML) (halobetasol propionate 0.0005 MG/MG Topical Ointment [Ultravate]) } Pack [Ultravate Pac]	1
754508	{1 (aprepitant 125 MG Oral Capsule) / 2 (aprepitant 80 MG Oral Capsule) } Pack	4
997613	{1 (9000 MG) (Miconazole Nitrate 20 MG/ML Topical Cream) / 1 (25000 MG) (Miconazole Nitrate 40 MG/ML Vaginal Cream) } Pack	3
978054	{1 (225 ML) (ammonium lactate 120 MG/ML Topical Lotion) / 1 (50 ML) (halobetasol propionate 0.0005 MG/MG Topical Ointment) } Pack	1
763632	{1 (Bisacodyl 10 MG Rectal Suppository) / 4 (Bisacodyl 5 MG Delayed Release Oral Tablet) / 1 (45 ML) (sodium phosphate 180 MG/ML / Sodium Phosphate, Monobasic 480 MG/ML Oral Solution) } Pack	4
992816	{1 (9000 MG) (Miconazole Nitrate 20 MG/ML Vaginal Cream) / 3 (5000 MG) (Miconazole Nitrate 40 MG/ML Vaginal Cream) } Pack	3
1242543	{1 (295 ML) (Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 0.667 MG/ML / Phenylephrine Hydrochloride 0.333 MG/ML Oral Solution) / 1 (295 ML) (Acetaminophen 33.3 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution) } Pack	2
999473	{1 (Benzoyl Peroxide 50 MG/ML Medicated Pad) / 1 (Salicylic Acid 20 MG/ML Medicated Pad) } Pack	1
1362221	{1 (4000 MG) (hydrocortisone acetate 25 MG/ML / Pramoxine hydrochloride 10 MG/ML Rectal Cream [Analpram HC]) / 1 (Pramoxine hydrochloride 10 MG/ML Medicated Pad [Prax]) } Pack [Analpram E Kit with 1 Prax Medicated Pad]	1
1718991	{1 (Bisacodyl 5 MG Delayed Release Oral Tablet) / 1 (2000 ML) (POLYETHYLENE GLYCOL 3350 210000 MG / Potassium Chloride 740 MG / Sodium Bicarbonate 2860 MG / Sodium Chloride 5600 MG Powder for Oral Solution [Gavilyte-H]) } Pack [Gavilyte-H and Bisacodyl]	3
880887	{1 (70000 MG) (Salicylic Acid 60 MG/ML Topical Foam) / 1 (70000 MG) (Urea 400 MG/ML Topical Foam) } Pack	1
1370199	{10 (12 HR Chlorpheniramine Maleate 8 MG / methscopolamine nitrate 2.5 MG / Phenylephrine Hydrochloride 10 MG Extended Release Oral Tablet) / 10 (12 HR methscopolamine nitrate 2.5 MG / Phenylephrine Hydrochloride 40 MG Extended Release Oral Tablet) } Pack	1
759443	{10 (12 HR Chlorpheniramine 8 MG / Methscopolamine 2.5 MG / Phenylephrine 10 MG Extended Release Oral Tablet) / 10 (12 HR Methscopolamine 2.5 MG / Phenylephrine 40 MG Extended Release Oral Tablet) } Pack	1
1244593	{10 (12 HR Chlorpheniramine Maleate 8 MG / methscopolamine nitrate 2.5 MG / Phenylephrine Hydrochloride 10 MG Extended Release Oral Tablet) / 10 (12 HR methscopolamine nitrate 2.5 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Tablet) } Pack	1
1606291	{1 (118 ML) (Acetaminophen 32.5 MG/ML / Diphenhydramine Hydrochloride 1.25 MG/ML / Phenylephrine Hydrochloride 0.5 MG/ML Oral Solution) / 1 (118 ML) (Dextromethorphan Hydrobromide 1 MG/ML / Guaifenesin 20 MG/ML / Phenylephrine Hydrochloride 0.5 MG/ML Oral Solution) } Pack	1
1244592	{10 (12 HR Chlorpheniramine Maleate 8 MG / methscopolamine nitrate 2.5 MG Extended Release Oral Tablet [AlleRx PM]) / 10 (12 HR methscopolamine nitrate 2.5 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Tablet [AlleRx AM]) } Pack [AlleRx Dose Pack 10]	1
1356113	{10 (Acetaminophen 325 MG / Diphenhydramine Hydrochloride 25 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) / 10 (Acetaminophen 325 MG / Guaifenesin 200 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) } Pack	1
1658271	{1 (118000 MG) (dimethicone 50 MG/ML Topical Cream) / 1 (8000 MG) (Triamcinolone Acetonide 10 MG/ML Topical Cream) } Pack	1
866800	{1 (12 ML) (Hydroxypropyl Chitosan 10 MG/ML Topical Solution) / 42 (terbinafine 250 MG Oral Tablet) } Pack	1
1310945	{10 (Chlorpheniramine Maleate 8 MG / methscopolamine nitrate 2.5 MG Oral Tablet) / 10 (methscopolamine nitrate 2.5 MG / Pseudoephedrine Hydrochloride 120 MG Oral Tablet) } Pack	2
1545033	{1 (133 ML) (Benzoyl Peroxide 44 MG/ML Medicated Liquid Soap) / 30 (Doxycycline Monohydrate 100 MG Oral Tablet) } Pack	1
992771	{1 (9000 MG) (Miconazole Nitrate 20 MG/ML Vaginal Cream [Monistat]) / 3 (Miconazole Nitrate 200 MG Vaginal Suppository [Monistat]) } Pack [Monistat 3 Day Ovule Combination Pack]	3
992792	{1 (9000 MG) (Miconazole Nitrate 20 MG/ML Vaginal Cream [Vagistat]) / 3 (Miconazole Nitrate 200 MG Vaginal Suppository [Vagistat]) } Pack [Vagistat 3 Day Combination Pack]	1
1244951	{10 (Acetaminophen 325 MG / Chlorpheniramine Maleate 2 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) / 10 (Acetaminophen 325 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) } Pack	4
762894	{10 (cefdinir 300 MG Oral Capsule [Omnicef]) } Pack [Omni-Pac]	1
1310931	{10 (Chlorpheniramine Maleate 8 MG / methscopolamine nitrate 2.5 MG Extended Release Oral Tablet) / 10 (methscopolamine nitrate 2.5 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Tablet) } Pack [VisRx Dosepack 10]	1
1112908	{12 (Acetaminophen 325 MG / Chlorpheniramine Maleate 2 MG / Dextromethorphan Hydrobromide 10 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) / 12 (Acetaminophen 325 MG / Dextromethorphan Hydrobromide 10 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) } Pack	3
1101748	{1 (Bisacodyl 10 MG Rectal Suppository [Dulcolax]) / 4 (Bisacodyl 5 MG Delayed Release Oral Tablet [Dulcolax]) } Pack [Dulcolax Bowel Prep kit]	1
1798548	{12 (Acetaminophen 325 MG / Dextromethorphan Hydrobromide 10 MG / doxylamine succinate 6.25 MG / Phenylephrine Hydrochloride 5 MG Oral Capsule) / 12 (Acetaminophen 325 MG / Dextromethorphan Hydrobromide 10 MG / Guaifenesin 200 MG / Phenylephrine Hydrochloride 5 MG Oral Capsule) } Pack	1
1246324	{1 (150 ML) (Permethrin 5 MG/ML Topical Spray) / 1 (118 ML) (Piperonyl Butoxide 40 MG/ML / Pyrethrins 3.3 MG/ML Medicated Shampoo) } Pack	2
1000479	{1 (Bisacodyl 5 MG Delayed Release Oral Tablet) / 1 (2000 ML) (POLYETHYLENE GLYCOL 3350 210000 MG / Potassium Chloride 740 MG / Sodium Bicarbonate 2860 MG / Sodium Chloride 5600 MG Powder for Oral Solution) } Pack	3
1114900	{12 (Ascorbic Acid 120 MG / Calcium Carbonate 200 MG / Cholecalciferol 0.41 MG / Choline Bitartrate 55 MG / Ferrous fumarate 27 MG / Folic Acid 1 MG / Niacin 20 MG / Potassium Iodide 0.15 MG / Pyridoxine Hydrochloride 50 MG / Riboflavin 3 MG / Thiamine Mononitrate 3 MG / Vitamin B 12 0.008 MG / Vitamin E 0.03 MG / Zinc Oxide 15 MG Delayed Release Oral Tablet) / 12 (docosahexaenoic acid 250 MG / Eicosapentaenoic Acid 0.625 MG Oral Capsule) } Pack [Gesticare DHA Starter Pack]	1
1803902	{1 (3 ML Lixisenatide 0.05 MG/ML Pen Injector) / 1 (3 ML Lixisenatide 0.1 MG/ML Pen Injector) } Pack	1
833505	{1 (30 ML) (Hydrocortisone 20 MG/ML Topical Lotion) / 1 (118 ML) (Salicylic Acid 20 MG/ML / Sulfur 20 MG/ML Medicated Shampoo) } Pack	1
762005	{10 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.5 MG Oral Tablet) / 11 (Ethinyl Estradiol 0.035 MG / Norethindrone 1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Necon 10/11 28 Day]	1
866813	{1 (30000 MG) (Sodium Hyaluronate 0.002 MG/MG Topical Gel) / 1 (18 ML) (Urea 400 MG/ML Topical Cream) } Pack	1
1242561	{1 (354 ML) (Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 0.667 MG/ML / Phenylephrine Hydrochloride 0.333 MG/ML Oral Solution) / 1 (354 ML) (Acetaminophen 33.3 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution) } Pack	2
1362220	{1 (4000 MG) (hydrocortisone acetate 25 MG/ML / Pramoxine hydrochloride 10 MG/ML Rectal Cream) / 1 (Pramoxine hydrochloride 10 MG/ML Medicated Pad) } Pack	2
992775	{1 (Miconazole Nitrate 1200 MG Vaginal Suppository) / 1 (9000 MG) (Miconazole Nitrate 20 MG/ML Vaginal Cream) } Pack	6
1244580	{10 (12 HR Chlorpheniramine Maleate 4 MG / methscopolamine nitrate 2.5 MG Extended Release Oral Tablet) / 10 (12 HR Chlorpheniramine Maleate 8 MG / methscopolamine nitrate 2.5 MG Extended Release Oral Tablet) } Pack	1
795716	{12 (Dexamethasone 0.75 MG Oral Tablet [Decadron]) } Pack [Decadron 5-12]	1
1244591	{10 (12 HR Chlorpheniramine Maleate 8 MG / methscopolamine nitrate 2.5 MG Extended Release Oral Tablet) / 10 (12 HR methscopolamine nitrate 2.5 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Tablet) } Pack	2
1310589	{10 (12 HR Clonidine Hydrochloride 0.1 MG Extended Release Oral Tablet [Kapvay]) / 10 (12 HR Clonidine Hydrochloride 0.2 MG Extended Release Oral Tablet [Kapvay]) } Pack [Kapvay Dose Pack]	1
749289	{11 (varenicline 0.5 MG Oral Tablet) / 42 (varenicline 1 MG Oral Tablet) } Pack	2
1535609	{10 (Acetaminophen 325 MG / Diphenhydramine Hydrochloride 25 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) / 20 (Dextromethorphan Hydrobromide 10 MG / Guaifenesin 200 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) } Pack	1
1648203	{12 (Acetaminophen 325 MG / Dextromethorphan Hydrobromide 10 MG / doxylamine succinate 6.25 MG Oral Capsule) / 12 (Acetaminophen 325 MG / Dextromethorphan Hydrobromide 10 MG / Phenylephrine Hydrochloride 5 MG Oral Capsule) } Pack	1
1310930	{10 (Chlorpheniramine Maleate 8 MG / methscopolamine nitrate 2.5 MG Extended Release Oral Tablet) / 10 (methscopolamine nitrate 2.5 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Tablet) } Pack	2
750267	{12 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.5 MG Oral Tablet) / 9 (Ethinyl Estradiol 0.035 MG / Norethindrone 1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Aranelle 28]	1
1101555	{12 (Acetaminophen 500 MG / Chlorpheniramine Maleate 2 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) / 16 (Acetaminophen 500 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) } Pack	1
834228	{10 (Clarithromycin 500 MG Extended Release Oral Tablet) } Pack	3
795854	{12 (Prednisone 5 MG Oral Tablet) } Pack	4
900866	{14 (24 HR lamotrigine 100 MG Extended Release Oral Tablet [Lamictal]) / 7 (24 HR lamotrigine 200 MG Extended Release Oral Tablet [Lamictal]) / 14 (24 HR lamotrigine 50 MG Extended Release Oral Tablet [Lamictal]) } Pack [Lamictal XR Green Patient Titration Kit (for Patients Taking Carbamazepine, Phenytoin, Phenobarbital, or Primidone, and Not Taking Valproate)]	1
749856	{10 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.5 MG Oral Tablet) / 11 (Ethinyl Estradiol 0.035 MG / Norethindrone 1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack	3
749874	{10 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.5 MG Oral Tablet) / 11 (Ethinyl Estradiol 0.035 MG / Norethindrone 1 MG Oral Tablet) } Pack	3
1000486	{14 (Estrogens, Conjugated (USP) 0.625 MG / medroxyprogesterone acetate 5 MG Oral Tablet) / 14 (Estrogens, Conjugated (USP) 0.625 MG Oral Tablet) } Pack	2
1000487	{14 (Estrogens, Conjugated (USP) 0.625 MG / medroxyprogesterone acetate 5 MG Oral Tablet) / 14 (Estrogens, Conjugated (USP) 0.625 MG Oral Tablet) } Pack [Premphase 28 Day]	1
758019	{112 (bismuth subsalicylate 262 MG Chewable Tablet) / 56 (Metronidazole 250 MG Oral Tablet) / 56 (Tetracycline 500 MG Oral Capsule) } Pack	2
753451	{14 (lamotrigine 100 MG Oral Tablet) / 84 (lamotrigine 25 MG Oral Tablet) } Pack	2
758020	{112 (bismuth subsalicylate 262 MG Chewable Tablet) / 56 (Metronidazole 250 MG Oral Tablet) / 56 (Tetracycline 500 MG Oral Capsule) } Pack [Helidac Therapy]	1
749148	{12 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.5 MG Oral Tablet) / 9 (Ethinyl Estradiol 0.035 MG / Norethindrone 1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Leena 28 Day]	1
795855	{12 (Prednisone 5 MG Oral Tablet [Sterapred]) } Pack [Sterapred Uni-Pak 12 Day]	1
757597	{14 (Ribavirin 600 MG Oral Tablet) } Pack	3
900865	{14 (24 HR lamotrigine 100 MG Extended Release Oral Tablet) / 7 (24 HR lamotrigine 200 MG Extended Release Oral Tablet) / 14 (24 HR lamotrigine 50 MG Extended Release Oral Tablet) } Pack	1
749759	{12 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.5 MG Oral Tablet) / 9 (Ethinyl Estradiol 0.035 MG / Norethindrone 1 MG Oral Tablet) } Pack	5
1747575	{14 (venetoclax 10 MG Oral Tablet) / 21 (venetoclax 100 MG Oral Tablet) / 7 (venetoclax 50 MG Oral Tablet) } Pack	1
905100	{12 (risedronate sodium 35 MG Oral Tablet) } Pack	2
1729075	{140 (selexipag 0.2 MG Oral Tablet) / 60 (selexipag 0.8 MG Oral Tablet) } Pack	1
1373497	{14 (dimethyl fumarate 120 MG Delayed Release Oral Capsule) / 46 (dimethyl fumarate 240 MG Delayed Release Oral Capsule) } Pack	2
851752	{14 (lamotrigine 100 MG Disintegrating Oral Tablet) / 42 (lamotrigine 50 MG Disintegrating Oral Tablet) } Pack	1
795778	{14 (lamotrigine 100 MG Oral Tablet [Lamictal]) / 84 (lamotrigine 25 MG Oral Tablet [Lamictal]) } Pack [Lamictal Green (For Patients Taking Carbamazepine, Phenytoin, Phenobarbital, Primidone, or Rifampin and Not Taking Valproate)]	1
1492380	{16 (Acetaminophen 325 MG / Dextromethorphan Hydrobromide 10 MG / Phenylephrine Hydrochloride 5 MG Oral Capsule) / 8 (Acetaminophen 325 MG / Dextromethorphan Hydrobromide 15 MG / doxylamine succinate 6.25 MG Oral Capsule) } Pack	1
967897	{180 (Acamprosate calcium 333 MG Delayed Release Oral Tablet [Campral]) } Pack [Campral Dose Pak]	1
1014367	{1 (42500 MG) (Hydrocortisone 0.01 MG/MG Topical Gel) / 1 (60000 MG) (Ketoconazole 20 MG/ML Topical Cream) } Pack [Ketocon Plus]	1
763020	{180 (insulin human, rDNA origin 1 MG/ACTUAT Inhalant Powder) / 90 (insulin human, rDNA origin 3 MG/ACTUAT Inhalant Powder) } Pack	1
757599	{14 (Ribavirin 400 MG Oral Tablet) } Pack	2
1921467	{2 (0.4 ML adalimumab 100 MG/ML Pen Injector) / 1 (0.8 ML adalimumab 100 MG/ML Pen Injector) } Pack	2
762394	{15 (Estradiol 1 MG / norgestimate 0.09 MG Oral Tablet) / 15 (Estradiol 1 MG Oral Tablet) } Pack [Prefest 30 Day]	2
1541217	{16 (Methotrexate 2.5 MG Oral Tablet) } Pack	2
809218	{2 (21000 MG) (Benzoyl Peroxide 0.05 MG/MG Medicated Bar Soap [PanOxyl]) / 1 (170 ML) (Benzoyl Peroxide 80 MG/ML Medicated Liquid Soap [Brevoxyl]) } Pack [Brevoxyl-8 Complete Pack]	1
809220	{2 (21000 MG) (Benzoyl Peroxide 0.05 MG/MG Medicated Bar Soap) / 1 (170 ML) (Benzoyl Peroxide 40 MG/ML Medicated Liquid Soap) } Pack	6
1597387	{2 (dasabuvir 250 MG Oral Tablet) / 2 (ombitasvir 12.5 MG / paritaprevir 75 MG / Ritonavir 50 MG Oral Tablet) } Pack	2
1541218	{16 (Methotrexate 2.5 MG Oral Tablet [Rheumatrex]) } Pack [Rheumatrex Dose Pack 16]	1
1597388	{2 (dasabuvir 250 MG Oral Tablet) / 2 (ombitasvir 12.5 MG / paritaprevir 75 MG / Ritonavir 50 MG Oral Tablet) } Pack [Viekira Pak]	1
848751	{2 (iloperidone 1 MG Oral Tablet) / 2 (iloperidone 2 MG Oral Tablet) / 2 (iloperidone 4 MG Oral Tablet) / 2 (iloperidone 6 MG Oral Tablet) } Pack	1
809222	{2 (21000 MG) (Benzoyl Peroxide 0.05 MG/MG Medicated Bar Soap [PanOxyl]) / 1 (170 ML) (Benzoyl Peroxide 40 MG/ML Medicated Liquid Soap [Brevoxyl]) } Pack [Brevoxyl-4 Complete Pack]	1
809212	{2 (21000 MG) (Benzoyl Peroxide 0.05 MG/MG Medicated Bar Soap) / 1 (170 ML) (Benzoyl Peroxide 80 MG/ML Medicated Liquid Soap) } Pack	3
763088	{2 (Levonorgestrel 0.75 MG Oral Tablet) } Pack	3
1433250	{2 (24 HR levomilnacipran 20 MG Extended Release Oral Capsule [Fetzima]) / 26 (24 HR levomilnacipran 40 MG Extended Release Oral Capsule [Fetzima]) } Pack [Fetzima Pack]	1
1301696	{1 (50000 MG) (halobetasol propionate 0.0005 MG/MG Topical Ointment) / 1 (225000 MG) (Lactic acid 100 MG/ML Topical Cream) } Pack [Ultravate X Ointment]	1
905084	{2 (risedronate sodium 75 MG Oral Tablet) } Pack	2
854861	{2 (Levonorgestrel 0.75 MG Oral Tablet) } Pack [Next Choice]	1
763160	{2 (ropinirole 0.25 MG Oral Tablet [Requip]) / 5 (ropinirole 0.5 MG Oral Tablet [Requip]) / 7 (ropinirole 1 MG Oral Tablet [Requip]) } Pack [Requip 2-Week Starter Kit]	1
763159	{2 (ropinirole 0.25 MG Oral Tablet) / 5 (ropinirole 0.5 MG Oral Tablet) / 7 (ropinirole 1 MG Oral Tablet) } Pack	2
763089	{2 (Levonorgestrel 0.75 MG Oral Tablet) } Pack [Plan B]	1
1433249	{2 (24 HR levomilnacipran 20 MG Extended Release Oral Capsule) / 26 (24 HR levomilnacipran 40 MG Extended Release Oral Capsule) } Pack	2
