code	desc
1399610	0: 1399610~1: צילום כף רגל ימין
1399493	"0: 1399493~1: צילום ע""""ש מותני (ע""""ש לומברי)"
2633635	0: 2633635~1: פרופיל ביופיזיקלי והערכת משקל עובר
2680023	0: 2680023~1: בדיקת אקו-לב עובר
2640948	0: 2640948~1: בדיקת מי שפיר-עובר
4633404	0: 4633404~1: אולטרסאונד
1595273	0: 1595273~1: מפוי פרפוזיה של הלב - מבחן מאמץ
2614816	0: 2614816~1: ברונכוסקופיה אבחנתית
R36067	0: R36067~1: PTCA + STENT
712209	0: 712209~1: אנטרוסקופיה
4513	0: 4513~1: ENDOSCOPY SM BOWEL NEC
4502	0: 4502~1: INCISION OF SMALL BOWEL  NEC
R43422	0: R43422~1: WEDGE RESECTON OF STOMACH
450	0: 450~1: ENTEROTOMY
5789	0: 5789~1: REP OF BLADDER NOS
1397334	0: 1397334~1: US אשכים
3505	0: 3505~1: ENDOVASCULR REPLACEMENT OF AORTIC VALVE
1399637	0: 1399637~1: צילום דנס
1399259	"0: 1399259~1: צילום ע""""ש צווארי (ע""""ש צרוויקלי)"
9671	0: 9671~1: CONTINUOUS INVASIVE MECHANICAL VENTILATION LESS THEN 96 HR
4709	0: 4709~1: APPENDECTOMY OPEN
5411	0: 5411~1: EXPLORATORY LAPAROTOMY
741	0: 741~1: CESAREAN SECTION, LOW CERVICAL
8632	0: 8632~1: LOCAL EXC LESION OR TISSUE OF SKIN BY LASER
1396614	0: 1396614~1: US צואר, ב. תריס, יתרת תריס 
2630576	0: 2630576~1: בדיקת אקו-לב עובר
8737	0: 8737~1: MAMMOGRAPHY NEC
1823784	0: 1823784~1: ממוגרפיה יחיד
R3112	0: R3112~1: PERCUTANEOUS TRACHEOSTOMY
1396371	0: 1396371~1: USD - US דופלר  וריד יד ימין
4311	0: 4311~1: PERCUTANTOUS GASTROSTOMY (PEG
711832	0: 711832~1: גסטרוסטומיה
1467698	0: 1467698~1: צילום כף רגל שמאל
1399556	"0: 1399556~1: צילום ע""""ש גבי (ע""""ש דורסלי)"
2712869	0: 2712869~1: פענוח לשד עצם
735970	0: 735970~1: דוח הולטר קצב הלב
1397514	0: 1397514~1: USD-US דופלר קרוטיס
2984484	0: 2984484~1: MRA של עורקי הצוואר והמח
5122	0: 5122~1: CHOLECYSTECTOMY, OPEN
1396650	0: 1396650~1: US ברך 
1399349	0: 1399349~1: US ניקוז - לאבר נפרד
1396380	0: 1396380~1: USD - US דופלר וריד רגל שמאל
932933	0: 932933~1: EEG בעירנות
1395645	0: 1395645~1: CT בטן לאבנים בכליות
1496289	0: 1496289~1: תהודה מגנטית (MRI) - כף רגל ימין
3607401	0: 3607401~1: EMG SINGLE FIBER
1399547	0: 1399547~1: צילום עקב (קלקניאוס) מימין
1399466	0: 1399466~1: צילום כתף ימין
1399223	0: 1399223~1: צילום קרסול  ימין
1399286	0: 1399286~1: צילום ירך ימין
1399457	0: 1399457~1: צילום שורש כף יד - ימין 
R79152	0: R79152~1: CLOSED REDUCTION FX INTERNAL FIX (PLATE) OF FEMUR
1398951	0: 1398951~1: שיקוף בחדר ניתוח
598	0: 598~1: CATHETERIZATION URETERAL
5631	0: 5631~1: URETEROSCOPY
1399819	0: 1399819~1: אורתרוגרפיה
1399619	0: 1399619~1: צילום ברך ימין
9903	0: 9903~1: WHOLE BLOOD TRANSFUS NEC
1359	0: 1359~1: LENS EXTRACAPSULAR EXTRACTION, NEC
331	0: 0331~1: SPINAL TAP (LUMBAR PUNCTURE / LP)
1399250	0: 1399250~1: צילום שוק ימין
R79161	0: R79161~1: CLOSED REDUCTION FX INTERNAL FIX (NAIL) OF TIBIA / FIBULA
3722	0: 3722~1: LT HEART CARDIAC CATHETERIZATION
8856	0: 8856~1: CORONARY ARTERIOGR-2 CATH
8853	0: 8853~1: LT HEART ANGIOCARDIOGRAM
1467959	0: 1467959~1: ברונכוגרפיה/סקופיה
3054531	0: 3054531~1: ברונכוסקופיה עם TBB
3096415	0: 3096415~1: CT מח פרוטוקול נוויגציה  
R98511	0: R98511~1: ESWL KIDNEY, URETER & / OR BLADDER (SIMPLE STONE)
2382399	0: 2382399~1:  בדיקת DUPLEX של עורקי הצוואר
1508527	0: 1508527~1: US דופן בטן 
8604	0: 8604~1: INCISION & DRAINAGE OF SKIN / SUBCUTANEOUS TISSUE
1398072	0: 1398072~1: FNB - אבר בנפרד
1496307	"0: 1496307~1: תהודה מגנטית (MRI) - ע""ש גבי"
1496334	"0: 1496334~1: תהודה מגנטית (MRI) - ע""ש צוארי"
80501	0: 80501~1: EXC I.V. DISC ANTER APPROACH
9921	0: 9921~1: INJECT ANTIBIOTIC
777	0: 777~1: EXCIS BONE FOR GRAFT
93411	0: 93411~1: SPINAL TRACTION USING HALO DEVICE
7770	0: 7770~1: EXCISION OF BONE FOR GRAFT
8026	0: 8026~1: ARTHROSCOPY OF KNEE
1396362	0: 1396362~1: US ביופסית כבד 
1396407	0: 1396407~1: US פרקים ורקמות רכות
4011	0: 4011~1: BIOPSY LYMPHATIC STRUCTURE
1398198	0: 1398198~1: FNB- US צואר ובלוטת התריס 
449	0: 0449~1: ADHESIOLYSIS PERIPH NERVE NEC
9326	0: 9326~1: MANUAL RUPT JOINT ADHES
270	0: 270~1: DRAINAGE OF FACE & MOUTH FLOOR
9205	0: 9205~1: C-VASC SCAN / ISOTOP FUNCT
R88742	0: R88742~1: ENDOSCOPIC ULTRASOUND (EUS
2980581	0: 2980581~1: תוספת ביופסיה ל EUS לא כולל EUS
7933	0: 7933~1: ORIF OF METAC / CAR FX
7869	0: 7869~1: REMOVAL IMPLANTED DEVICE FROM BONE - NEC
3356139	0: 3356139~1: תכנון בלי חומר ניגוד
1399484	0: 1399484~1: צילום צוואר
3727961	0: 3727961~1: צילום חזה - קורא מוסמך
3524	0: 3524~1: OPEN AND OTHER REPLACE MITRAL VALVE NEC
3522	0: 3522~1: OPEN AND OTHER REPLACEMENT AORTIC VALVE NEC
2608816	0: 2608816~1: מפוי לב במנוחה MIBI
1395861	0: 1395861~1: CT סינוסים
2241	0: 2241~1: FRONTAL SINUSOTOMY
R22191	0: R22191~1: FESS OPERATION
2263	0: 2263~1: ETHMOIDECTOMY
2252	0: 2252~1: SPHENOIDOTOMY
3794	0: 3794~1: IMPLANTATION / REPLACEMENT OF AICD, TOTAL SYSTEM
2646098	0: 2646098~1: השתלת ICD
3780	0: 3780~1: INSERTION / REPLACEMENT OF CARDIAC PACEMAKER
3726	0: 3726~1: CATHETER BASED ELECTROPHYSIOLOGICAL STUDIES OF HEART (EPS)
66	0: 0066~1: PERCUTAN TRANSLUM CORONARY ANGIOPLAST (PTCA)
2620176	0: 2620176~1: החלפת קוצב לב
81542	0: 81542~1: TOTAL KNEE REPLACEMENT, TRICOMPARTMENT
1369	0: 1369~1: CATARACT EXTRACTION NEC
1468040	0: 1468040~1: צילום ברך שמאל
1467770	0: 1467770~1: צילום מרפק שמאל
2309	0: 2309~1: EXTRACTION OF TOOTH NEC
8716	0: 8716~1: FACIAL BONE X-RAY NEC
1399439	0: 1399439~1: צילום גתות אף (סינוסים)
1395897	0: 1395897~1: CTA של עורקי המוח
5300	0: 5300~1: REPAIR INGUINAL HERNIA, UNILAT
1597495	0: 1597495~1: כליות DMSA
R86241	0: R86241~1: MOHS' PROCEDURE
1395735	0: 1395735~1: CT בלוק פצטלי
2677365	"0: 2677365~1: CT  ע""ש עם שיכוך כאב (1162 )"
8621	0: 8621~1: EXC OF PILONIDAL SINUS
1399196	0: 1399196~1: צילום אמה  ימין
1396149	0: 1396149~1: CT פנים/בסיס גולגולת
1396005	0: 1396005~1: CT לסת
7676	0: 7676~1: OPEN REDUCT MANDIBLE FX
1467815	0: 1467815~1: צילום שוק שמאל
R78031	0: R78031~1: BONE GRAFT TO RADIUS / ULNA, AUTOGRAFT PHEMIST
7863	0: 7863~1: REMOVAL IMPLANT DEVICE FROM RADIUS / ULNA
79322	0: 79322~1: OPEN REDUCTION INT FIX (PLATE) OF RADIUS / ULNA
1508521	0: 1508521~1: הכנסת נפרוסטומיה לכליה שמאלית
5749	0: 5749~1: EXC BLADDER LESION TRANANSURETHRAL
1399140	0: 1399140~1: מילוי נפרוסטומיה
1508523	0: 1508523~1: החלפת נפרוסטומיה משמאל
5732	0: 5732~1: CYSTOSCOPY TRANSURETHRAL  NEC
561	0: 561~1: MEATOTOMY URETERAL
1467662	0: 1467662~1: הכנסת תומכן לשופכן 
1468031	0: 1468031~1: בקורת נפרוסטומיה
1815967	0: 1815967~1: השתלת קוצב לב קבוע
3778	0: 3778~1: INSERTION OF TEMPORARY TRANSVEN. PACEMAKER
2636577	0: 2636577~1: השתלת קוצב לב זמני
52	0: 0052~1: IMPLANT / REPLAC TRANSVEN LEAD (ELECTRODE) INTO LT VENTRICULAR CORONARY VENOUS SYST
R37751	0: R37751~1: REVISION OF ELECTRODE OF CARDIAC PACEMAKER
2989875	0: 2989875~1: CT אורוגרפיה
4104	0: 4104~1: AUTOLOGOUS HEMATOPOIETIC STEM CELL TRANSPLANT W / O PURGING
2750030	0: 2750030~1: החדרת HICKMAN
R38932	0: R38932~1: REPLACE OF HICKMAN / BROVIAC TYPE CATHETER
R38933	0: R38933~1: REMOVAL OF HICKMAN / BROVIAC TYPE CATHETER
R50111	0: R50111~1: PERCUTANEOUS LIVER NEEDLE BIOPSY (LNB)
1398027	0: 1398027~1: FNA- US צואר ובלוטת התריס 
64	0: 064~1: THYROIDECTOMY TOTAL
R40410	0: R40410~1: MOD. RAD. NECK DISSECTION, UNILAT
403	0: 403~1: EXC REGIONAL LYMPH NODE
1599105	0: 1599105~1: מפוי כל הגוף ביוד 131
1396131	0: 1396131~1: CT עש מותני/עצי
3422241	0: 3422241~1: US בלוטות בצוואר
1599110	0: 1599110~1: UPTAKE
1467689	0: 1467689~1: צילום שורש כף יד - שמאל 
1396266	0: 1396266~1: ניקור מחט בטומוגרפיה מחשבית חזה
5502	0: 5502~1: NEPHROSTOMY
1512476	0: 1512476~1: הכנסת נפרוסטומיה לכליה ימנית
1508520	0: 1508520~1: החלפת נפרוסטומיה מימין
R37831	0: R37831~1: INITIAL INSERTION OF DUAL CHAMBER PACEMAKER
1823725	0: 1823725~1: ביופסיה מלעורית של השד בהנחיית US
1396992	0: 1396992~1: FNB- US בטן לבלב כבד מרה  
4675	0: 4675~1: SUTURE LG BOWEL LACERAT
749	0: 749~1: CESAREAN SECTION NOS
6909	0: 6909~1: DILATION & CURETTAGE DIAGNOSTIC
6812	0: 6812~1: HYSTEROSCOPY
4542	0: 4542~1: ENDOSCOPIC POLYPECTOMY OF LARGE INTESTINE
7885	0: 7885~1: OTH DX PROCED-FEMUR
744	0: 744~1: CESAREAN SECTION NEC
R2110	0: R2110~1: NASAL SEPTOTOMY
1395672	0: 1395672~1: CT צוואר ולרינקס
3143	0: 3143~1: BIOPSY OF LARYNX - CLOSED
4019	0: 4019~1: DX PROC LYMPHATIC NEC
712584	0: 712584~1: קולונסקופיה קצרה
R43190	0: R43190~1: GASTROSTOMY TEMPORARY (OPERATIVE)
4576	0: 4576~1: OPEN & OTHER SIGMOIDECTOMY
1395681	0: 1395681~1: CT לצורך תכנון הקרנות
1496415	0: 1496415~1: תהודה מגנטית (MRI) - צואר
2911	0: 2911~1: PHARYNGOSCOPY
R38911	0: R38911~1: ARTERIAL CATHETERIZATION, PERCUT.
309	0: 0309~1: EXPLORATION / DECOMPRESSION SPINAL CANAL
79173	0: 79173~1: CLOSED REDUCTION INT FIX (SCREW) TAR / METATARSAL
1496325	"0: 1496325~1: MRI של ע""ש מותני"
1441	0: 1441~1: SCLERAL BUCKLE WITH IMPLANT
1474	0: 1474~1: MECHANICAL VITRECTOMY, POSTERIOR APPROACH
5103	0: 5103~1: CHOLECYSTOSTOMY NEC
1594648	0: 1594648~1: מפוי עצם
2272755	0: 2272755~1: לויקוציטים מסומנים
2688416	0: 2688416~1: המשך לויקוציטים מסומנים
1399475	0: 1399475~1: צילום מרפק ימין
370	0: 370~1: PERICARDIOCENTESIS
2408112	0: 2408112~1: ניקור פריקרדיאלי
3409	0: 3409~1: INCISION OF PLEURA NEC
1397244	0: 1397244~1: US ניקוז מורסה - חזה
1399502	0: 1399502~1: צילום עצם החזה (סטרנו)
8819	0: 8819~1: ABDOMINAL X-RAY NEC
1467806	0: 1467806~1: צילום קרסול שמאל
1467761	0: 1467761~1: צילום כתף שמאל
1467671	0: 1467671~1: צילום זרוע יד שמאל
1399295	0: 1399295~1: צילום זרוע - צד ימין
4863	0: 4863~1: ANT RESECT RECTUM NEC
5459	0: 5459~1: ADHESIOLYSIS PERITONEAL& NOS
7915	0: 7915~1: CLOSED REDUCTION INTERNAL FIX  FX OF FEMUR
R79151	0: R79151~1: CLOSED REDUCTION FX INTERNAL FIX (NAIL) OF FEMUR
1467887	0: 1467887~1: פילטר וורידי
R79352	0: R79352~1: ORIF (PLATE) OF FEMUR FX
1398762	0: 1398762~1: שיקוף אחר
7865	0: 7865~1: REMOVAL IMPLANT DEVICE FROM FEMUR
R79351	0: R79351~1: ORIF (NAIL) OF FEMUR FX
1398405	0: 1398405~1: FNA- US אבר בנפרד
1395609	0: 1395609~1: CT אגן אורטופדי
R37851	0: R37851~1: REPLACE P-M W SINGLE CHAMBER DEVICE NOT RATE RESPONSIVE
5927424	0: 5927424~1: אקג קרדיו
2771192	0: 2771192~1: מנומטריה אנורקטלית
7902	0: 7902~1: CLOSED REDUCTION OF FRACTURE OF RADIUS / ULNA
9353	0: 9353~1: APPLICATION OF OTHER CAST
79152	0: 79152~1: CLOSED REDUCTION # INTERN FIX (PLATE) OF FEMUR
R00661	0: R00661~1: PRIMARY PCI
1395951	0: 1395951~1: CT פרפוזיה של המח
1396284	0: 1396284~1: CT אנגיו קרוטיס - CTA
1467464	0: 1467464~1: אמבוליזציה
1467554	0: 1467554~1: כמואמבוליזציה
R99251	0: R99251~1: CHEMOEMBOLIZATION
R99070	0: R99070~1: PLASMA TRANSFUSION
3859	0: 3859~1: LIGAT-STRIP VARICOS VEINS LEG
3606	0: 3606~1: INSERTION OF NON-DRUG-ELUTING CORONARY ARTERY STENT(S)
3601	0: 3601~1: PTCA SINGLE VESSEL W / O THROMB AGENT
9232	0: 9232~1: STEREOTACT MULTI-SOURCE PHOTON RADIOSURG
R36071	0: R36071~1: PTCA WITH INSERTION OF DRUG-ELUTING CORONARY STENT(S)
24	0: 0024~1: INTRAVASCULAR IMAGING (IVUS) OF CORONARY VESSELS
3610	0: 3610~1: BYPASS AORTOCORONARY, NOS (CABG)
3612	0: 3612~1: BYPASS AORTOCOR (CABG) - 2 COR ART
2724	0: 2724~1: BIOPSY OF MOUTH NOS
45	0: 0045~1: INSERTION OF ONE VASCULAR STENT
436	0: 436~1: GASTRECTOMY PARTIAL (BILROTH I)
9969	0: 9969~1: CARDIAC RHYTHM CONVERSION NEC
1496550	0: 1496550~1: תהודה מגנטית (MRI) - מפרק ברך שמאל
3607400	0: 3607400~1: EMG 
4872541	0: 4872541~1: בדיקת מערכות שיווי משקל ספונטנית, ENG
1396758	0: 1396758~1: US שאיבת נוזל - כיס מרה
1399113	0: 1399113~1: מלוי כולציסטוסטומיה.
5421	0: 5421~1: LAPAROSCOPY
3491	0: 3491~1: THORACENTESIS (PLEURAL PUNCTURE)
1598122	0: 1598122~1: מפוי ריאות +SPLIT FUNCTION
9670	0: 9670~1: CONTINUOUS INVASIVE MECHANICAL VENTILATION UNSPEC DURATION
R38935	0: R38935~1: INSERTION OF PICC LINE CATHETER
R38931	0: R38931~1: INSERTION OF HICKMAN / BROVIAC TYPE CATHETER
R99791	0: R99791~1: COLLECTING (HARVEST) OF STEM CELLS
7051	0: 7051~1: REPAIR OF CYSTOCELE (ANTERIOR COLPORRHAPHY)
7052	0: 7052~1: REPAIR OF RECTOCELE (POSTERIOR COLPORRHAPHY)
6859	0: 6859~1: VAGINAL HYSTERECTOMY, OTHER AND UNSPECIFIED
1598123	0: 1598123~1: ריאות ונטילציה
R38934	0: R38934~1: INSERTION OF PERMACATH
1399232	0: 1399232~1: החדרת  PERMCATH
864	0: 864~1: EXC LES SKIN - RADICAL
443	0: 0443~1: RELEASE CARPAL TUNNEL
1397487	0: 1397487~1:  USD - US דופלר וריד יד שמאל 
R96181	0: R96181~1: INSERTION OF STENT INTO UTERINE CERVIX
3064094	0: 3064094~1: ביצוע השוואה לבדיקת בטן 
3057814	0: 3057814~1: ביצוע השוואה לבדיקת חזה
7024	0: 7024~1: BIOPSY OF VAGINA
7111	0: 7111~1: BIOPSY OF VULVA
1809	0: 1809~1: INCIS EXTERNAL EAR NEC
1496163	0: 1496163~1: תהודה מגנטית (MRI) - אגן
R60111	0: R60111~1: NEEDLE BIOPSY OF PROSTATE
R88751	0: R88751~1: TRANSRECTAL ULTRASOUND OF PROSTATE (TRUS)
6029	0: 6029~1: OTHER TRANSURETHRAL PROSTATECTOMY
R06393	0: R06393~1: THYROIDECTOMY, BILAT. PARTIAL
2383734	0: 2383734~1: מפוי כל הגוף ביוד 131 משולב עם בדיקת UPTAKE
1467923	0: 1467923~1: צילום אמה שמאל
R45623	0: R45623~1: RESECTION OF ILEUM
8771	0: 8771~1: C.A.T. SCAN OF KIDNEY
8703	0: 8703~1: C.A.T. SCAN OF HEAD
3426	0: 3426~1: BIOPSY MEDIASTINAL - OPEN
3420	0: 3420~1: THORACOSCOPIC PLEURAL BIOPSY
3421	0: 3421~1: TRANSPLEURA THORACOSCOPY
5493	0: 5493~1: CREATE CUTANPERITON FIST
1655603	0: 1655603~1: אנגיוגרפיה גפה עליונה ימנית
2298097	0: 2298097~1: שנטוגרפיה גפה ימנית עליונה
1594651	0: 1594651~1: צפיפות עצם
1467455	0: 1467455~1: אנגיוגרפיה של העורק הברכיאלי
2298096	0: 2298096~1: שנטוגרפיה גפה שמאלית עליונה
3068286	0: 3068286~1:  בדיקת DOPPLER של עורקי הרגליים
1399268	0: 1399268~1: צילום עצמות הבריח (קלויקולה) מימין
4701	0: 4701~1: APPENDECTOMY LAPAROSCOPIC
7906	0: 7906~1: CLOSED REDUCTION OF FRACTURE TIBIA / FIBULA
1467779	0: 1467779~1: צילום עקב קלקנאוס משמאל
9929	0: 9929~1: INJECT / INFUSE NEC
R14791	0: R14791~1: INJECTION MEDICATION / AVASTIN  INTO VITREOUS
R87412	0: R87412~1: CT OF CORONARY ARTERIES
R00665	0: R00665~1: PTCA BY DRUG ELUTING BALOON
93541	0: 93541~1: APPLICATION OF P.O.P. CAST
9354	0: 9354~1: APPLICATION OF SPLINT (PLASTER / TRAY)
79161	0: 79161~1: CLOSED REDUCTION INTER FIX (NAIL) TIBIA / FIBULA
5123	0: 5123~1: CHOLECYSTECTOMY LAPAROSCOPIC
3734	0: 3734~1: EXCIS / DESTR OTHER LES OF TISSUE OF HEART, ENDOVASC APPROACH
2466358	0: 2466358~1: אלקטרופיזיולוגית ואבלציה
245	0: 245~1: ALVEOLOPLASTY
2319	0: 2319~1: SURGICAL TOOTH EXTRACTION NEC
236	0: 236~1: PROSTHET DENTAL IMPLANT
6591	0: 6591~1: ASPIRATION OF OVARY
6992	0: 6992~1: ARTIFICIAL INSEMINATION
458	0: 458~1: COLECTOMY TOTAL
3442780	0: 3442780~1: הסבה - אולטרסאונד4
3442778	0: 3442778~1: הסבה - אולטרסאונד2
6902	0: 6902~1: DILATION & CURETTAGE POST DELIVERY OR ABORTION
7499	0: 7499~1: CESAREAN SECTION NOS
862	0: 862~1: EXCIS SKIN LESION BY KNIFE
8521	0: 8521~1: EXC LES BREAST - LOCAL (LUMPECTOMY)
6547507	None
1297	0: 1297~1: IRIS OPERATION NEC
234	0: 0234~1: VENTRICULO-ABDOMINAL SHUNT
1467581	0: 1467581~1: צילום עצמות פנים
1399628	0: 1399628~1: צילום גולגולת (רגיל 2)
1395924	0: 1395924~1: FNA - CT /ביופסיה בהנחיית CT
8339	0: 8339~1: EXC LES SOFT TISSUE NEC
1397388	0: 1397388~1: USD - US דופלר  עורק יד שמאל
8607	0: 8607~1: INSERTION OF PORTACATH
1398861	0: 1398861~1: שיקוף- ביקורת צנתר ורידי
R86072	0: R86072~1: REMOVAL OF PORTACATH
1396068	0: 1396068~1: CT עש גב
1396596	0: 1396596~1: US חזה
6829	0: 6829~1: EXCISION UTERINE LESION NEC
R45791	0: R45791~1: COLECTOMY SUBTOTAL
1397640	0: 1397640~1: US שאיבת נוזל - חזה
1399385	"0: 1399385~1: צילום ע""""ש כל האורך"
4100	0: 4100~1: BONE MARROW TRANSPLANT NOT OTHERWISE SPECIFIED
1398807	0: 1398807~1: VOIDING CYSTOGRAPHY
9905	0: 9905~1: PLATELET TRANSFUSION
602	0: 602~1: PROSTATECT TRANSURETHRAL
470	0: 470~1: APPENDECTOMY
5770540	0: 5770540~1: GA68 - PSMA PET/CT
59	0: 0059~1: INTRAVASC PRESSURE MEASURE OF CORONARIES (INCLUDE FFR)
2465978	0: 2465978~1: אלקטרופיזיולוגית
4067938	"0: 4067938~1: קרוטיס - שר""ן מאושפזים "
1508524	0: 1508524~1: אנגיוגרפיה של עורקי המוח
R397242	0: R397242~1: ENDOVASC EMBOLIZ ANEURYSM INTRACRANIAL ARTERIES BY OTHER IMPLANT
3952	0: 3952~1: REPAIR ANEURYSM NEC
2612877	0: 2612877~1: פעולת סגירת מפרצת בעורקי המוח בדרך אנדווסקולרית
R88481	0: R88481~1: TRANSFEMORAL ANGIOGRAPHY
R54110	0: R54110~1: EXP LAPAROTOMY,(NOT FOR TRAUMA)
4582	0: 4582~1: TOTAL INTRA-ABDOMINAL COLECTOMY, OPEN
3322	0: 3322~1: BRONCHOSCOPY FIBER-OPTIC
8128	0: 8128~1: FUSION INTERPHALANGEAL
4241	0: 4241~1: ESOPHAGECTOMY PARTIAL
R86232	0: R86232~1: REMOVAL NAIL FINGER
5551	0: 5551~1: NEPHRECTOMY TOTAL UNILATERAL
2688432	0: 2688432~1: מוניטורינג TCD
R38126	0: R38126~1: EVERSION CAROTID ARTERY ENDARTERECTOMY
41	0: 0041~1: PROCEDURE ON TWO VESSELS
5474538	0: 5474538~1: תהודה מגנטית צוואר רקמות רכות+MRA
8841	0: 8841~1: ARTERIOGRAM CEREBRAL ARTERIES
