code	desc
3403154	0: 3403154~1: עמוד שדרה גב~2: אורתופדיה גב
108	None
31827	0: 31827~1: ייעוץ שימור פריון 
10013	None
2264	0: 2264~1: ייעוץ פנימית ג
3151540	0: 3151540~1: כירורגית ילדים~2: כירורגית ילדים
3248783	0: 3248783~1: אורתופדיה~2: אורתופדיה
4993536	0: 4993536~1: קרישה~2: קרישה
3000	0: 3000~1: ייעוץ פליאטיבי
2	None
31397	0: 31397~1: ייעוץ אאג אודיולוגיה
3025	0: 3025~1: ייעוץ נוירולוגיה אפילפסיה
4507	0: 4507~1: אישור תרופה Rifampin
3605	0: 3605~1: ייעוץ נוירורדיולוגיה פולשנית 
607100	None
4535	0: 4535~1: אישור תרופה Bactroban
3005	0: 3005~1: ייעוץ אורטופדית א כתף
366	None
2282	0: 2282~1: ייעוץ קרדיוג-ילדים
6525342	0: 6525342~1: טיפול נמרץ פנימי~2: טיפול נמרץ פנימי
3217378	0: 3217378~1: שיכוך כאב~2: שיכוך כאב
3450	0: 3450~1: ייעוץ מיון פסיכיאטר 
3151487	0: 3151487~1: כירורגית לב~2: כירורגית לב
141	None
3019	0: 3019~1: ייעוץ  מטבולית ילדים
4517	0: 4517~1: אישור תרופה Timentin
3813944	0: 3813944~1: כונן טראומה~2: טראומה
4540	0: 4540~1: אישור תרופה Praziquantel
3726958	0: 3726958~1: אימנולוגיה~2: אלרגיה ואימונולוגיה
10800	None
2277	0: 2277~1: ייעוץ טיפול נמרץ לב
4525	0: 4525~1: אישור תרופה Vfend
3020	0: 3020~1: ייעוץ אנדוקרינולוגי גניקואנדו
10018	None
2426	0: 2426~1: ייעוץ פנימית ח
48	None
2283	0: 2283~1: ייעוץ גסטרו ילדים
3004	0: 3004~1: ייעוץ אורטופדית א ברך
3317146	0: 3317146~1: ילדים~2: ילדים
3249167	0: 3249167~1: נשים~2: נשים
3250919	0: 3250919~1: כירורגית ילדים~2: כירורגית ילדים
3250779	0: 3250779~1: כירורגיה פלסטית~2: כירורגיה פלסטית
4499	0: 4499~1: אישור תרופה Linezolid
46	None
3067	0: 3067~1: ייעוץ גנטי מבוגרים 
231	None
2569	0: 2569~1: ייעוץ רופא - ראות ילדים
3250970	0: 3250970~1: רפואה דחופה~2: רפואה דחופה
161	None
3042	0: 3042~1: ייעוץ נוירולוג ילדים
3040	0: 3040~1: ייעוץ פסיכיאטריה ילדים
3154098	0: 3154098~1: ריאות~2: ריאות
3023	0: 3023~1: ייעוץ הרדמה בסיכון גבוה
4496	0: 4496~1: אישור תרופה Itraconazole
4521	0: 4521~1: אישור תרופה Valganciclovir
4456	0: 4456~1: אישור תרופה Azactam
166	None
3041	0: 3041~1: ייעוץ נפרולוג ילדים
12010	None
2276	0: 2276~1: ייעוץ המטולוגיה ילדים
2281	0: 2281~1: ייעוץ אונקולוג ילדים
3249732	0: 3249732~1: אף אוזן גרון~2: אף אוזן גרון 
3249752	0: 3249752~1: פה ולסת~2: פה ולסת
4522	0: 4522~1: אישור תרופה Vanco-teva
4458	0: 4458~1: אישור תרופה Aztreonam
12002	None
3064	0: 3064~1: ייעוץ ילדים ב מתבגרים
12500	None
2286	0: 2286~1: ייעוץ כירורגית ילדים
4468	0: 4468~1: אישור תרופה Daptomycin
3250386	0: 3250386~1: נוירולוגיה~2: נוירולוגיה
3249795	0: 3249795~1: פסיכיאטריה~2: פסיכיאטריה
4502	0: 4502~1: אישור תרופה Meronem
71000	None
31085	0: 31085~1: ייעוץ הנהלה
4519	0: 4519~1: אישור תרופה Tygacil
4469	0: 4469~1: אישור תרופה Diflucan
2999	0: 2999~1: ייעוץ פליאטיבי למחלקות פנימיות 
25	None
3013	0: 3013~1: ייעוץ אנדוקרינולוגי ילדים
31936	0: 31936~1: יעוץ מהשרות לכאב חריף
4536	0: 4536~1: אישור תרופה Albendazole
4495	0: 4495~1: אישור תרופה Invanz
3249406	0: 3249406~1: עיניים~2: עיניים
3447	0: 3447~1: ייעוץ מיון כירורג 
4475	0: 4475~1: אישור תרופה Foscavir
12510	None
2287	0: 2287~1: ייעוץ אורטופד ילדים
3066	0: 3066~1: ייעוץ גנטי ילדים 
32008	None
184	None
31265	0: 31265~1: ייעוץ כירורג שד
4513	0: 4513~1: אישור תרופה Targocid
4462	0: 4462~1: אישור תרופה Ceftazidime
3446	0: 3446~1: ייעוץ מיון אורתופד 
2280	0: 2280~1: ייעוץ ילדים ב
18	None
31463	0: 31463~1: ייעוץ איזוטופים - אונקולוגי
3352	0: 3352~1: ייעוץ דימות - נוירורדיולוגיה
3151486	0: 3151486~1: כף יד~2: כירורגית יד
15101	None
2304	0: 2304~1: ייעוץ רופא - יולדות א
12001	None
3018	0: 3018~1: ייעוץ ילדים א סכרת
4509	0: 4509~1: אישור תרופה Sporanox
229	None
3504	0: 3504~1: ייעוץ  ראומטולוגיה ילדים
3016	0: 3016~1: ייעוץ ילדים א אלרגיה
2288	0: 2288~1: ייעוץ נוירוכירורג ילדים
3250684	0: 3250684~1: נוירוכירורגיה~2: נוירוכירורגיה
31816	0: 31816~1: יעוץ דימות - ראות ילדים
31459	0: 31459~1: ייעוץ איזוטופים - המטולוגי
4497	0: 4497~1: אישור תרופה Levofloxacin
3250868	0: 3250868~1: המטולוגיה~2: המטולוגיה
5540776	0: 5540776~1: הרדמה~2: הרדמה
3448	0: 3448~1: ייעוץ מיון פנימאי 
4532	0: 4532~1: אישור תרופה Zyvoxid
3489032	0: 3489032~1: גסטרו ילדים~2: גסטרו ילדים
12300	None
2284	0: 2284~1: ייעוץ טיפול נמרץ ילדים
3250703	0: 3250703~1: כירורגית כלי דם~2: כירורגית כלי דם
3003	0: 3003~1: ייעוץ אורולוג ילדים
3449	0: 3449~1: ייעוץ מיון נשים 
4508	0: 4508~1: אישור תרופה Rimactan
4537	0: 4537~1: אישור תרופה Biltricide
4534	0: 4534~1: אישור תרופה Bactroderm
3250851	0: 3250851~1: אונקולוגיה ~2: אונקולוגיה 
3250817	0: 3250817~1: כירורגית חזה~2: כירורגית חזה 
3250798	0: 3250798~1: נפרולוגיה~2: נפרולוגיה
4527	0: 4527~1: אישור תרופה Viroxy
3422220	0: 3422220~1: מרכז מידע בהרעלות~2: מרכז מידע בהרעלות
4531	0: 4531~1: אישור תרופה Zyvox
4467	0: 4467~1: אישור תרופה Cymevene
2279	0: 2279~1: ייעוץ ילדים א
3317148	0: 3317148~1: אורתופדיה ילדים~2: אורתופדיה ילדים
3250722	0: 3250722~1: אורולוגיה~2: אורולוגיה
3250741	0: 3250741~1: עור~2: עור
4464	0: 4464~1: אישור תרופה Claforan
